SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample16,Abiotic,Oxidative_Defluorination_(-F),HO,72,0.0025156353726284897
Sample16,Amino Acid,Phenylalanine_(-H2O),C9H9NO,85,0.0029698473149086333
Sample16,Abiotic,Reductive_Defluorination_(-F),H,89,0.003109604835610216
Sample16,Abiotic,Sulfation_(-H)/Sulfate(-H2O),HO3S_SO3,95,0.0033192411166625903
Sample16,Other,Urea_addition_(-H),CH3N2O,106,0.003703574298591943
Sample16,Amino Acid,Tyrosine_(-H2O),C9H9NO2,111,0.0038782711994689214
Sample16,Amino Acid,Guanine_(-H),C5H4N5O,135,0.004716816323678418
Sample16,Amino Acid,Adenine_(-H),C5H4N5,140,0.004891513224555396
Sample16,Other,Carbamoyl_P_transfer_(-H2PO4),CH2ON,176,0.006149330910869642
Sample16,Abiotic,Tertiary_amine,N,204,0.0071276335557807205
Sample16,Amino Acid,Isoleucine_(-H2O),C6H11NO,206,0.007197512316131512
Sample16,Amino Acid,Leucine_(-H2O),C6H11NO,206,0.007197512316131512
Sample16,Sugar,C6H10O6,C6H10O6,233,0.008140875580867195
Sample16,Abiotic,Primary_amine,NH2,234,0.008175814961042591
Sample16,Other,Thiourea_to_Urea_(-S),O,245,0.008560148142971943
Sample16,Abiotic,Inorganic_Phosphate,P,253,0.00883966318437511
Sample16,Sugar,Glucuronic_Acid_(-H2O)/Glucuronide_Conjugation_(-H),C6H8O6,257,0.008979420705076692
Sample16,Amino Acid,Transamination_(-O),NH4,262,0.00915411760595367
Sample16,Amino Acid,Valine_(-H2O),C5H9NO,264,0.009223996366304462
Sample16,Amino Acid,Proline_(-H2O),C5H7NO,269,0.00939869326718144
Sample16,Abiotic,Carbon/dehydrogenation,C13,281,0.009817965829286188
Sample16,Other,O-Acetylserine,C5H9NO4,292,0.01020229901121554
Sample16,Abiotic,Phosphate,HPO3,293,0.010237238391390936
Sample16,Abiotic,Reductive_Dechlorination_(-Cl),H,306,0.01069145033367108
Sample16,Abiotic,Oxidative_Dechlorination_(-Cl),HO,318,0.011110722895775828
Sample16,Amino Acid,Glutamic_Acid_(-H2O),C5H7NO3,327,0.011425177317354391
Sample16,Amino Acid,Threonine_(-H2O),C4H7NO2,368,0.012857691904545613
Sample16,Sugar,Glucoside_Conjugation_(-H),C6H11O5,372,0.012997449425247196
Sample16,Amino Acid,Aspartic_Acid_(-H2O),C4H5NO3,386,0.013486600747702736
Sample16,Amino Acid,Alanine_(-H2O),C3H5NO,407,0.014220327731386045
Sample16,Amino Acid,Serine_(-H2O),C3H5NO2,437,0.015268509136647916
Sample16,Abiotic,Oxidative_Deamination_to_Ketone_(-H3N),O,477,0.016666084343663744
Sample16,Amino Acid,Glycine_Conjugation_(-OH),C2H4NO2,500,0.017469690087697845
Sample16,Sugar,D-Ribose_(-H2O)_(ribosylation),C5H8O4,548,0.019146780336116838
Sample16,Abiotic,Secondary_amine,NH,559,0.01953111351804619
Sample16,Sugar,Erythrose_(-H2O),C4H8O4,841,0.029384018727507774
Sample16,Other,Malonyl_group_(-H2O),C3H2O3,865,0.03022256385171727
Sample16,Abiotic,Acetotacetate_(-H2O),C4H4O2,1017,0.03553334963837741
Sample16,Abiotic,Nitro_Reduction_(-O2),H2,1079,0.03769959120925195
Sample16,Sugar,Glyoxylate_(-H2O),C2O2,1145,0.040005590300828064
Sample16,Abiotic,Carboxylation,CO2,1204,0.04206701373117641
Sample16,Abiotic,Condensation/hydration/dehydration,H2O,1313,0.045875406170294536
Sample16,Abiotic,C2H2,C2H2,1402,0.04898501100590476
Sample16,Abiotic,Ethyl_addition_(-H2O),C2H4,1429,0.04992837427064044
Sample16,Abiotic,Acetylation_(-H2O),C2H2O,1441,0.05034764683274519
Sample16,Abiotic,Formic_Acid_(-H2O),CO,1474,0.051500646378533244
Sample16,Abiotic,Oxidation/Hydroxylation_(-H),O,1521,0.05314279724677684
Sample16,Abiotic,Hydrogenation/dehydrogenation,H2,1656,0.05785961357045526
Sample16,Abiotic,Methylation_(-H),CH3,1672,0.05841864365326159
