SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample16,Sugar,Disaccharide_(-H2O),C12H20O11,1,3.4939380175395687e-05
Sample16,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,1,3.4939380175395687e-05
Sample16,Amino Acid,Uridine_5_monophosphate_(-H2O),C9H11N2O8P,1,3.4939380175395687e-05
Sample16,Amino Acid,Cytidine_5_monophsophate_(-H2O),C9H12N3O7P,2,6.987876035079137e-05
Sample16,Amino Acid,Thymidine_(-H2O),C10H12N2O4,3,0.00010481814052618707
Sample16,Amino Acid,Uridine_(-H2O),C9H10N2O5,3,0.00010481814052618707
Sample16,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,4,0.00013975752070158275
Sample16,Other,Stearyl_Conjugation_(-H),C18H35O,6,0.00020963628105237413
Sample16,Amino Acid,Tryptophan_(-H2O),C11H10N2O,7,0.0002445756612277698
Sample16,Abiotic,GSH_Conjugation_(on_Fluorine)_(-F),C10H16N3O6S,8,0.0002795150414031655
Sample16,Other,Phytochelatin,C10H16N3O6S-,10,0.0003493938017539569
Sample16,Amino Acid,Cystine_(-H2O),C6H10N2O3S2,11,0.0003843331819293526
Sample16,Amino Acid,Guanosine_(-H2O),C10H11N5O4,11,0.0003843331819293526
Sample16,Amino Acid,Adenosine_(-H2O),C10H11N5O3,12,0.00041927256210474827
Sample16,Abiotic,Biotinyl_(-H),C10H15N2O3S,12,0.00041927256210474827
Sample16,Abiotic,Reductive_Debromination_(-Br),H,13,0.00045421194228014393
Sample16,Other,Pyridoxal_phosphate_(-H2O),C8H8NO5P,13,0.00045421194228014393
Sample16,Abiotic,Oxidative_Debromination_(-Br),HO,14,0.0004891513224555397
Sample16,Amino Acid,Histidine_(-H2O),C6H7N3O,14,0.0004891513224555397
Sample16,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,19,0.000663848223332518
Sample16,Other,Alliin,C6H11NO3S,20,0.0006987876035079138
Sample16,Abiotic,Biotinyl_(-H2O),C10H14N2O2S,22,0.0007686663638587052
Sample16,Other,Diphosphate,H3O6P2,23,0.0008036057440341008
Sample16,Other,Ornitine_Conjugation_(-OH),C5H11N2O2,26,0.0009084238845602879
Sample16,Amino Acid,Lysine_(-H2O),C6H12N2O,27,0.0009433632647356836
Sample16,Amino Acid,Glutamine_(-H2O)/Glutamine_Conjugation_(-OH),C5H8N2O2_C5H9N2O3,28,0.0009783026449110793
Sample16,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,29,0.001013242025086475
Sample16,Amino Acid,Thymine_(-H),C5H5N2O2,33,0.0011529995457880578
Sample16,Amino Acid,Cysteine_Conjugation_1_(-H),C3H6NO2S,36,0.0012578176863142449
Sample16,Abiotic,CHO2,CHO2,38,0.001327696446665036
Sample16,Abiotic,Pyrophosphate,PP,39,0.001362635826840432
Sample16,Abiotic,Acetylation_(-H),C2H3O2,39,0.001362635826840432
Sample16,Amino Acid,Uracil_(-H),C4H3N2O2,40,0.0013975752070158275
Sample16,Amino Acid,Methionine_(-H2O),C5H9NOS,41,0.0014325145871912231
Sample16,Abiotic,Isoprene_addition_(-H),C5H7,41,0.0014325145871912231
Sample16,Amino Acid,Arginine_(-H2O)/Arginine_Conjugation_(-OH),C6H12N4O_C6H13N4O2,42,0.001467453967366619
Sample16,Amino Acid,Cysteine_Conjugation_2,C3H7NO2S,45,0.001572272107892806
Sample16,Abiotic,Acetone_(-H),C3H5O,46,0.0016072114880682016
Sample16,Amino Acid,Cysteine_(-H2O),C3H5NOS,49,0.0017120296285943887
Sample16,Amino Acid,Asparagine_(-H2O),C4H6N2O2,52,0.0018168477691205757
Sample16,Other,Taurine_Conjugation_(-OH),C2H6NO3S,52,0.0018168477691205757
Sample16,Sugar,Glucose-N-Phosphate_(-H2O),C6H11O8P,58,0.00202648405017295
Sample16,Amino Acid,Cytosine_(-H),C4H4N3O,58,0.00202648405017295
