SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample13,Amino Acid,Deoxythymidine_5_diphosphate_(-H2O),C10H14N2O10P2,1,3.059507419305492e-05
Sample13,Amino Acid,Glutathione_(-H2O),C10H15N3O5S,1,3.059507419305492e-05
Sample13,Amino Acid,Uridine_5_monophosphate_(-H2O),C9H11N2O8P,1,3.059507419305492e-05
Sample13,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,2,6.119014838610984e-05
Sample13,Other,Stearyl_Conjugation_(-H),C18H35O,2,6.119014838610984e-05
Sample13,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,2,6.119014838610984e-05
Sample13,Amino Acid,Guanosine_(-H2O),C10H11N5O4,3,9.178522257916475e-05
Sample13,Amino Acid,Guanosine_5_monophosphate_(-H2O),C10H12N5O7P,3,9.178522257916475e-05
Sample13,Other,Phytochelatin,C10H16N3O6S-,3,9.178522257916475e-05
Sample13,Abiotic,GSH_Conjugation_1,C10H15N3O6S,3,9.178522257916475e-05
Sample13,Amino Acid,Cytidine_5_monophsophate_(-H2O),C9H12N3O7P,4,0.00012238029677221968
Sample13,Sugar,Disaccharide_(-H2O),C12H20O11,4,0.00012238029677221968
Sample13,Amino Acid,Adenosine_5_monophosphate_(-H2O),C10H12N5O6P,5,0.0001529753709652746
Sample13,Amino Acid,Adenosine_(-H2O),C10H11N5O3,6,0.0001835704451583295
Sample13,Abiotic,GSH_Conjugation_2,C10H17N3O6S,6,0.0001835704451583295
Sample13,Other,Pyridoxal_phosphate_(-H2O),C8H8NO5P,8,0.00024476059354443935
Sample13,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,10,0.0003059507419305492
Sample13,Amino Acid,Thymidine_(-H2O),C10H12N2O4,12,0.000367140890316659
Sample13,Abiotic,Biotinyl_(-H),C10H15N2O3S,12,0.000367140890316659
Sample13,Abiotic,GSH_Conjugation_(on_Fluorine)_(-F),C10H16N3O6S,17,0.0005201162612819336
Sample13,Amino Acid,Tryptophan_(-H2O),C11H10N2O,22,0.0006730916322472082
Sample13,Abiotic,Reductive_Debromination_(-Br),H,22,0.0006730916322472082
Sample13,Abiotic,CHO2,CHO2,25,0.0007648768548263729
Sample13,Amino Acid,Uridine_(-H2O),C9H10N2O5,26,0.0007954719290194279
Sample13,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,28,0.0008566620774055377
Sample13,Amino Acid,Cystine_(-H2O),C6H10N2O3S2,28,0.0008566620774055377
Sample13,Abiotic,Biotinyl_(-H2O),C10H14N2O2S,30,0.0009178522257916476
Sample13,Abiotic,Acetone_(-H),C3H5O,31,0.0009484472999847025
Sample13,Other,Diphosphate,H3O6P2,32,0.0009790423741777574
Sample13,Abiotic,Isoprene_addition_(-H),C5H7,33,0.0010096374483708123
Sample13,Abiotic,Acetylation_(-H),C2H3O2,37,0.001132017745143032
Sample13,Other,Alliin,C6H11NO3S,38,0.001162612819336087
