SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample5,Other,Stearyl_Conjugation_(-H),C18H35O,2,0.00011023535247753955
Sample5,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,2,0.00011023535247753955
Sample5,Amino Acid,Adenosine_5_diphosphate_(-H2O),C10H13N5O9P2,3,0.00016535302871630933
Sample5,Amino Acid,Guanosine_5_diphosphate_(-H2O),C10H13N5O10P2,3,0.00016535302871630933
Sample5,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,3,0.00016535302871630933
Sample5,Amino Acid,Uridine_5_diphosphate_(-H2O),C9H12N2O11P2,4,0.0002204707049550791
Sample5,Sugar,Disaccharide_(-H2O),C12H20O11,4,0.0002204707049550791
Sample5,Amino Acid,Deoxythymidine_5_diphosphate_(-H2O),C10H14N2O10P2,5,0.00027558838119384884
Sample5,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,6,0.00033070605743261867
Sample5,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,6,0.00033070605743261867
Sample5,Amino Acid,Adenosine-5_-phosphosulfate,C10H14N5O10PS,7,0.00038582373367138844
Sample5,Amino Acid,Glutathione_(-H2O),C10H15N3O5S,15,0.0008267651435815466
Sample5,Other,Phytochelatin,C10H16N3O6S-,16,0.0008818828198203164
Sample5,Amino Acid,Thymidine_(-H2O),C10H12N2O4,17,0.0009370004960590862
Sample5,Amino Acid,Guanosine_(-H2O),C10H11N5O4,18,0.0009921181722978558
Sample5,Amino Acid,Uridine_(-H2O),C9H10N2O5,20,0.0011023535247753954
Sample5,Other,Diphosphate,H3O6P2,21,0.0011574712010141651
Sample5,Other,Indolylmethyl_glucosinolate,C16H20N2O9S2,23,0.001267706553491705
Sample5,Amino Acid,Cytidine_5_monophsophate_(-H2O),C9H12N3O7P,23,0.001267706553491705
Sample5,Amino Acid,Phenylalanine_(-H2O),C9H9NO,24,0.0013228242297304747
Sample5,Amino Acid,Arginine_(-H2O)/Arginine_Conjugation_(-OH),C6H12N4O_C6H13N4O2,24,0.0013228242297304747
Sample5,Amino Acid,Tyrosine_(-H2O),C9H9NO2,25,0.0013779419059692444
Sample5,Amino Acid,Adenosine_(-H2O),C10H11N5O3,25,0.0013779419059692444
Sample5,Abiotic,GSH_Conjugation_1,C10H15N3O6S,26,0.0014330595822080142
Sample5,Amino Acid,Cytidine_5_diphosphate_(-H2O),C9H13N3O10P2,26,0.0014330595822080142
Sample5,Abiotic,CHO2,CHO2,27,0.001488177258446784
Sample5,Abiotic,GSH_Conjugation_2,C10H17N3O6S,29,0.0015984126109243235
Sample5,Amino Acid,Proline_(-H2O),C5H7NO,29,0.0015984126109243235
Sample5,Amino Acid,Uridine_5_monophosphate_(-H2O),C9H11N2O8P,29,0.0015984126109243235
Sample5,Amino Acid,Guanosine_5_monophosphate_(-H2O),C10H12N5O7P,33,0.0018188833158794026
Sample5,Amino Acid,Leucine_(-H2O),C6H11NO,33,0.0018188833158794026
Sample5,Amino Acid,Isoleucine_(-H2O),C6H11NO,33,0.0018188833158794026
Sample5,Amino Acid,Valine_(-H2O),C5H9NO,36,0.0019842363445957117
Sample5,Amino Acid,Adenosine_5_monophosphate_(-H2O),C10H12N5O6P,36,0.0019842363445957117
Sample5,Other,Pyridoxal_phosphate_(-H2O),C8H8NO5P,40,0.0022047070495507907
Sample5,Sugar,Erythrose_(-H2O),C4H8O4,42,0.0023149424020283303
Sample5,Abiotic,Acetotacetate_(-H2O),C4H4O2,44,0.00242517775450587
Sample5,Other,Malonyl_group_(-H2O),C3H2O3,46,0.00253541310698341
Sample5,Abiotic,Acetone_(-H),C3H5O,48,0.0026456484594609493
Sample5,Abiotic,Acetylation_(-H),C2H3O2,49,0.002700766135699719
Sample5,Abiotic,GSH_Conjugation_(on_Fluorine)_(-F),C10H16N3O6S,49,0.002700766135699719
Sample5,Amino Acid,Alanine_(-H2O),C3H5NO,50,0.002755883811938489
Sample5,Sugar,Glucose-N-Phosphate_(-H2O),C6H11O8P,52,0.0028661191644160284
Sample5,Sugar,D-Ribose_(-H2O)_(ribosylation),C5H8O4,54,0.002976354516893568
Sample5,Amino Acid,Serine_(-H2O),C3H5NO2,56,0.0030865898693711075
Sample5,Amino Acid,Cystine_(-H2O),C6H10N2O3S2,56,0.0030865898693711075
Sample5,Amino Acid,Guanine_(-H),C5H4N5O,57,0.0031417075456098773
Sample5,Sugar,Glucoside_Conjugation_(-H),C6H11O5,62,0.003417295926803726
Sample5,Amino Acid,Threonine_(-H2O),C4H7NO2,64,0.0035275312792812656
Sample5,Abiotic,Biotinyl_(-H),C10H15N2O3S,65,0.0035826489555200354
Sample5,Sugar,C6H10O6,C6H10O6,65,0.0035826489555200354
