SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample9,Amino Acid,Adenine_(-H),C5H4N5,337,0.0069030500419918475
Sample9,Abiotic,Carbon/dehydrogenation,C13,354,0.007251275118294107
Sample9,Amino Acid,Isoleucine_(-H2O),C6H11NO,388,0.007947725270898626
Sample9,Amino Acid,Leucine_(-H2O),C6H11NO,388,0.007947725270898626
Sample9,Abiotic,Inorganic_Phosphate,P,464,0.009504496200249903
Sample9,Other,O-Acetylserine,C5H9NO4,518,0.01061062291321002
Sample9,Amino Acid,Valine_(-H2O),C5H9NO,520,0.01065159056924558
Sample9,Amino Acid,Proline_(-H2O),C5H7NO,572,0.011716749626170139
Sample9,Amino Acid,Glutamic_Acid_(-H2O),C5H7NO3,626,0.012822876339130257
Sample9,Sugar,C6H10O6,C6H10O6,634,0.012986746963272497
Sample9,Amino Acid,Threonine_(-H2O),C4H7NO2,679,0.013908519224072595
Sample9,Amino Acid,Aspartic_Acid_(-H2O),C4H5NO3,731,0.014973678280997153
Sample9,Sugar,Glucuronic_Acid_(-H2O)/Glucuronide_Conjugation_(-H),C6H8O6,765,0.01567012843360167
Sample9,Amino Acid,Alanine_(-H2O),C3H5NO,777,0.015915934369815032
Sample9,Amino Acid,Serine_(-H2O),C3H5NO2,784,0.01605932116593949
Sample9,Sugar,Glucoside_Conjugation_(-H),C6H11O5,830,0.01700157725475737
Sample9,Amino Acid,Glycine_Conjugation_(-OH),C2H4NO2,922,0.018886089432393127
Sample9,Abiotic,Oxidative_Deamination_to_Ketone_(-H3N),O,963,0.019725926381122104
Sample9,Abiotic,Secondary_amine,NH,1020,0.02089350457813556
Sample9,Sugar,D-Ribose_(-H2O)_(ribosylation),C5H8O4,1079,0.02210205043118458
Sample9,Sugar,Erythrose_(-H2O),C4H8O4,1466,0.030029291874065424
Sample9,Other,Malonyl_group_(-H2O),C3H2O3,1643,0.03365492943321248
Sample9,Abiotic,Acetotacetate_(-H2O),C4H4O2,1735,0.03553944161084824
Sample9,Abiotic,Nitro_Reduction_(-O2),H2,1833,0.03754685675659067
Sample9,Sugar,Glyoxylate_(-H2O),C2O2,1992,0.04080378541141769
Sample9,Abiotic,Carboxylation,CO2,2006,0.04109055900366661
Sample9,Abiotic,Condensation/hydration/dehydration,H2O,2021,0.0413978164239333
Sample9,Abiotic,C2H2,C2H2,2109,0.04320039328949794
Sample9,Abiotic,Ethyl_addition_(-H2O),C2H4,2122,0.04346668305372908
Sample9,Abiotic,Acetylation_(-H2O),C2H2O,2269,0.046477805772342735
Sample9,Abiotic,Formic_Acid_(-H2O),CO,2334,0.04780925459349843
Sample9,Abiotic,Oxidation/Hydroxylation_(-H),O,2352,0.04817796349781847
Sample9,Abiotic,Methylation_(-H),CH3,2494,0.051086667076343226
Sample9,Abiotic,Hydrogenation/dehydrogenation,H2,2523,0.05168069808885885
