SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample14,Amino Acid,Methionine_(-H2O),C5H9NOS,72,0.00564042303172738
Sample14,Amino Acid,Glutamic_Acid_(-H2O),C5H7NO3,73,0.005718762240501371
Sample14,Amino Acid,Serine_(-H2O),C3H5NO2,74,0.005797101449275362
Sample14,Amino Acid,Cystine_(-H2O),C6H10N2O3S2,76,0.005953779866823345
Sample14,Abiotic,Biotinyl_(-H),C10H15N2O3S,77,0.006032119075597336
Sample14,Amino Acid,Threonine_(-H2O),C4H7NO2,79,0.006188797493145319
Sample14,Amino Acid,Aspartic_Acid_(-H2O),C4H5NO3,81,0.006345475910693302
Sample14,Amino Acid,Glutamine_(-H2O)/Glutamine_Conjugation_(-OH),C5H8N2O2_C5H9N2O3,82,0.006423815119467293
Sample14,Abiotic,Reductive_Dechlorination_(-Cl),H,84,0.006580493537015276
Sample14,Abiotic,Pyrophosphate,PP,85,0.006658832745789268
Sample14,Other,Thiourea_to_Urea_(-S),O,86,0.006737171954563259
Sample14,Amino Acid,Alanine_(-H2O),C3H5NO,97,0.007598903251077164
Sample14,Amino Acid,Asparagine_(-H2O),C4H6N2O2,97,0.007598903251077164
Sample14,Amino Acid,Cysteine_(-H2O),C3H5NOS,97,0.007598903251077164
Sample14,Amino Acid,Cysteine_Conjugation_1_(-H),C3H6NO2S,98,0.007677242459851155
Sample14,Amino Acid,Cysteine_Conjugation_2,C3H7NO2S,101,0.00791226008617313
Sample14,Abiotic,Inorganic_Phosphate,P,108,0.00846063454759107
Sample14,Abiotic,Isoprene_addition_(-H),C5H7,111,0.008695652173913044
Sample14,Other,Taurine_Conjugation_(-OH),C2H6NO3S,113,0.008852330591461026
Sample14,Abiotic,Oxidative_Defluorination_(-F),HO,119,0.009322365844104974
Sample14,Abiotic,Phosphate,HPO3,138,0.010810810810810811
Sample14,Amino Acid,Glycine_Conjugation_(-OH),C2H4NO2,158,0.012377594986290638
Sample14,Abiotic,Carbon/dehydrogenation,C13,169,0.013239326282804543
Sample14,Abiotic,Sulfation_(-H)/Sulfate(-H2O),HO3S_SO3,233,0.018253035644339992
Sample14,Sugar,Glyoxylate_(-H2O),C2O2,254,0.01989815902859381
Sample14,Abiotic,Reductive_Defluorination_(-F),H,336,0.026321974148061103
Sample14,Abiotic,Oxidative_Deamination_to_Ketone_(-H3N),O,356,0.027888758323540933
Sample14,Abiotic,Secondary_amine,NH,361,0.02828045436741089
Sample14,Abiotic,Carboxylation,CO2,394,0.030865648256952604
Sample14,Abiotic,Acetylation_(-H2O),C2H2O,412,0.03227575401488445
Sample14,Abiotic,Nitro_Reduction_(-O2),H2,544,0.042616529573051315
Sample14,Abiotic,Ethyl_addition_(-H2O),C2H4,588,0.046063454759106934
Sample14,Abiotic,C2H2,C2H2,655,0.05131218174696436
Sample14,Abiotic,Formic_Acid_(-H2O),CO,702,0.05499412455934195
Sample14,Abiotic,Condensation/hydration/dehydration,H2O,753,0.05898942420681551
Sample14,Abiotic,Oxidation/Hydroxylation_(-H),O,891,0.06980023501762632
Sample14,Abiotic,Methylation_(-H),CH3,955,0.07481394437916176
Sample14,Abiotic,Hydrogenation/dehydrogenation,H2,1113,0.0871915393654524
