SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample7,Amino Acid,Adenosine-5_-phosphosulfate,C10H14N5O10PS,1,4.3196544276457885e-05
Sample7,Amino Acid,Adenosine_5_diphosphate_(-H2O),C10H13N5O9P2,1,4.3196544276457885e-05
Sample7,Amino Acid,Uridine_5_diphosphate_(-H2O),C9H12N2O11P2,2,8.639308855291577e-05
Sample7,Other,Stearyl_Conjugation_(-H),C18H35O,5,0.00021598272138228941
Sample7,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,5,0.00021598272138228941
Sample7,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,8,0.0003455723542116631
Sample7,Amino Acid,Cytidine_5_diphosphate_(-H2O),C9H13N3O10P2,9,0.00038876889848812093
Sample7,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,10,0.00043196544276457883
Sample7,Amino Acid,Thymidine_(-H2O),C10H12N2O4,12,0.0005183585313174946
Sample7,Amino Acid,Cytidine_5_monophsophate_(-H2O),C9H12N3O7P,12,0.0005183585313174946
Sample7,Amino Acid,Uridine_(-H2O),C9H10N2O5,16,0.0006911447084233262
Sample7,Other,Phytochelatin,C10H16N3O6S-,18,0.0007775377969762419
Sample7,Sugar,Disaccharide_(-H2O),C12H20O11,18,0.0007775377969762419
Sample7,Amino Acid,Guanosine_(-H2O),C10H11N5O4,19,0.0008207343412526998
Sample7,Other,Indolylmethyl_glucosinolate,C16H20N2O9S2,19,0.0008207343412526998
Sample7,Amino Acid,Glutathione_(-H2O),C10H15N3O5S,19,0.0008207343412526998
Sample7,Amino Acid,Uridine_5_monophosphate_(-H2O),C9H11N2O8P,23,0.0009935205183585314
Sample7,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,23,0.0009935205183585314
Sample7,Amino Acid,Guanosine_5_monophosphate_(-H2O),C10H12N5O7P,26,0.001123110151187905
Sample7,Other,Pyridoxal_phosphate_(-H2O),C8H8NO5P,27,0.001166306695464363
Sample7,Amino Acid,Adenosine_5_monophosphate_(-H2O),C10H12N5O6P,27,0.001166306695464363
Sample7,Abiotic,GSH_Conjugation_1,C10H15N3O6S,30,0.0012958963282937365
Sample7,Amino Acid,Adenosine_(-H2O),C10H11N5O3,36,0.0015550755939524837
Sample7,Abiotic,GSH_Conjugation_2,C10H17N3O6S,39,0.0016846652267818575
Sample7,Amino Acid,Tyrosine_(-H2O),C9H9NO2,43,0.001857451403887689
Sample7,Other,Diphosphate,H3O6P2,49,0.002116630669546436
Sample7,Abiotic,GSH_Conjugation_(on_Fluorine)_(-F),C10H16N3O6S,50,0.0021598272138228943
Sample7,Abiotic,Acetotacetate_(-H2O),C4H4O2,50,0.0021598272138228943
Sample7,Amino Acid,Guanine_(-H),C5H4N5O,50,0.0021598272138228943
Sample7,Amino Acid,Tryptophan_(-H2O),C11H10N2O,54,0.002332613390928726
Sample7,Amino Acid,Phenylalanine_(-H2O),C9H9NO,59,0.0025485961123110153
Sample7,Other,Malonyl_group_(-H2O),C3H2O3,60,0.002591792656587473
Sample7,Amino Acid,Adenine_(-H),C5H4N5,64,0.0027645788336933047
Sample7,Sugar,Glucose-N-Phosphate_(-H2O),C6H11O8P,66,0.0028509719222462203
Sample7,Sugar,Glucuronic_Acid_(-H2O)/Glucuronide_Conjugation_(-H),C6H8O6,74,0.0031965442764578834
Sample7,Sugar,C6H10O6,C6H10O6,80,0.0034557235421166306
Sample7,Sugar,Glucoside_Conjugation_(-H),C6H11O5,81,0.0034989200863930884
Sample7,Abiotic,CHO2,CHO2,83,0.0035853131749460044
Sample7,Sugar,Erythrose_(-H2O),C4H8O4,87,0.003758099352051836
Sample7,Amino Acid,Leucine_(-H2O),C6H11NO,91,0.003930885529157668
Sample7,Amino Acid,Isoleucine_(-H2O),C6H11NO,91,0.003930885529157668
Sample7,Abiotic,Pyrophosphate,PP,92,0.003974082073434125
Sample7,Amino Acid,Cytosine_(-H),C4H4N3O,96,0.004146868250539957
Sample7,Amino Acid,Arginine_(-H2O)/Arginine_Conjugation_(-OH),C6H12N4O_C6H13N4O2,97,0.004190064794816414
Sample7,Sugar,D-Ribose_(-H2O)_(ribosylation),C5H8O4,97,0.004190064794816414
Sample7,Amino Acid,Proline_(-H2O),C5H7NO,97,0.004190064794816414
Sample7,Abiotic,Biotinyl_(-H),C10H15N2O3S,99,0.004276457883369331
Sample7,Amino Acid,Uracil_(-H),C4H3N2O2,103,0.004449244060475162
Sample7,Amino Acid,Valine_(-H2O),C5H9NO,105,0.0045356371490280776
Sample7,Amino Acid,Thymine_(-H),C5H5N2O2,111,0.004794816414686825
Sample7,Abiotic,Acetylation_(-H),C2H3O2,116,0.005010799136069114
Sample7,Amino Acid,Cystine_(-H2O),C6H10N2O3S2,118,0.005097192224622031
Sample7,Amino Acid,Alanine_(-H2O),C3H5NO,125,0.005399568034557235
Sample7,Amino Acid,Lysine_(-H2O),C6H12N2O,127,0.0054859611231101515
Sample7,Other,Urea_addition_(-H),CH3N2O,128,0.005529157667386609
Sample7,Abiotic,Reductive_Debromination_(-Br),H,135,0.005831533477321814
Sample7,Amino Acid,Transamination_(-O),NH4,136,0.0058747300215982725
Sample7,Abiotic,Tertiary_amine,N,137,0.00591792656587473
