SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample18,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,1,3.667974911051608e-05
Sample18,Sugar,Disaccharide_(-H2O),C12H20O11,4,0.00014671899644206433
Sample18,Amino Acid,Guanosine_5_diphosphate_(-H2O),C10H13N5O10P2,5,0.00018339874555258043
Sample18,Amino Acid,Adenosine-5_-phosphosulfate,C10H14N5O10PS,7,0.00025675824377361257
Sample18,Amino Acid,Uridine_5_diphosphate_(-H2O),C9H12N2O11P2,8,0.00029343799288412866
Sample18,Amino Acid,Adenosine_5_diphosphate_(-H2O),C10H13N5O9P2,10,0.00036679749110516086
Sample18,Amino Acid,Deoxythymidine_5_diphosphate_(-H2O),C10H14N2O10P2,11,0.0004034772402156769
Sample18,Amino Acid,Thymidine_(-H2O),C10H12N2O4,12,0.000440156989326193
Sample18,Amino Acid,Uridine_(-H2O),C9H10N2O5,14,0.0005135164875472251
Sample18,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,15,0.0005501962366577412
Sample18,Amino Acid,Cytidine_5_diphosphate_(-H2O),C9H13N3O10P2,22,0.0008069544804313538
Sample18,Other,Phytochelatin,C10H16N3O6S-,24,0.000880313978652386
Sample18,Amino Acid,Glutathione_(-H2O),C10H15N3O5S,26,0.0009536734768734182
Sample18,Abiotic,GSH_Conjugation_2,C10H17N3O6S,29,0.0010637127242049665
Sample18,Abiotic,GSH_Conjugation_1,C10H15N3O6S,30,0.0011003924733154825
Sample18,Other,Indolylmethyl_glucosinolate,C16H20N2O9S2,30,0.0011003924733154825
Sample18,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,35,0.0012837912188680628
Sample18,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,36,0.001320470967978579
Sample18,Amino Acid,Guanosine_5_monophosphate_(-H2O),C10H12N5O7P,44,0.0016139089608627076
Sample18,Amino Acid,Phenylalanine_(-H2O),C9H9NO,45,0.0016505887099732238
Sample18,Amino Acid,Guanosine_(-H2O),C10H11N5O4,45,0.0016505887099732238
Sample18,Abiotic,Acetotacetate_(-H2O),C4H4O2,45,0.0016505887099732238
Sample18,Amino Acid,Adenosine_5_monophosphate_(-H2O),C10H12N5O6P,46,0.0016872684590837398
Sample18,Amino Acid,Tyrosine_(-H2O),C9H9NO2,46,0.0016872684590837398
Sample18,Amino Acid,Uridine_5_monophosphate_(-H2O),C9H11N2O8P,48,0.001760627957304772
Sample18,Other,Diphosphate,H3O6P2,54,0.0019807064519678686
Sample18,Other,Pyridoxal_phosphate_(-H2O),C8H8NO5P,54,0.0019807064519678686
Sample18,Other,Malonyl_group_(-H2O),C3H2O3,55,0.0020173862010783848
Sample18,Abiotic,GSH_Conjugation_(on_Fluorine)_(-F),C10H16N3O6S,58,0.002127425448409933
Sample18,Amino Acid,Cytidine_5_monophsophate_(-H2O),C9H12N3O7P,62,0.0022741444448519973
Sample18,Amino Acid,Arginine_(-H2O)/Arginine_Conjugation_(-OH),C6H12N4O_C6H13N4O2,64,0.0023475039430730293
Sample18,Amino Acid,Adenosine_(-H2O),C10H11N5O3,65,0.0023841836921835455
Sample18,Amino Acid,Guanine_(-H),C5H4N5O,66,0.0024208634412940617
Sample18,Amino Acid,Proline_(-H2O),C5H7NO,68,0.0024942229395150937
Sample18,Abiotic,Tertiary_amine,N,73,0.0026776216850676743
Sample18,Amino Acid,Transamination_(-O),NH4,74,0.00271430143417819
Sample18,Amino Acid,Valine_(-H2O),C5H9NO,75,0.0027509811832887063
Sample18,Abiotic,CHO2,CHO2,76,0.0027876609323992225
