SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample1,Other,Stearyl_Conjugation_(-H),C18H35O,1,3.521250748265784e-05
Sample1,Amino Acid,Guanosine_5_diphosphate_(-H2O),C10H13N5O10P2,5,0.0001760625374132892
Sample1,Amino Acid,Adenosine_5_diphosphate_(-H2O),C10H13N5O9P2,6,0.00021127504489594704
Sample1,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,6,0.00021127504489594704
Sample1,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,8,0.0002817000598612627
Sample1,Amino Acid,Glutathione_(-H2O),C10H15N3O5S,9,0.00031691256734392057
Sample1,Amino Acid,Deoxythymidine_5_diphosphate_(-H2O),C10H14N2O10P2,13,0.00045776259727455193
Sample1,Amino Acid,Adenosine_(-H2O),C10H11N5O3,13,0.00045776259727455193
Sample1,Amino Acid,Adenosine-5_-phosphosulfate,C10H14N5O10PS,13,0.00045776259727455193
Sample1,Amino Acid,Thymidine_(-H2O),C10H12N2O4,15,0.0005281876122398676
Sample1,Amino Acid,Guanosine_(-H2O),C10H11N5O4,15,0.0005281876122398676
Sample1,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,16,0.0005634001197225254
Sample1,Abiotic,GSH_Conjugation_1,C10H15N3O6S,17,0.0005986126272051833
Sample1,Amino Acid,Uridine_5_diphosphate_(-H2O),C9H12N2O11P2,18,0.0006338251346878411
Sample1,Other,Indolylmethyl_glucosinolate,C16H20N2O9S2,19,0.000669037642170499
Sample1,Abiotic,GSH_Conjugation_2,C10H17N3O6S,19,0.000669037642170499
Sample1,Other,Phytochelatin,C10H16N3O6S-,24,0.0008451001795837882
Sample1,Other,Pyridoxal_phosphate_(-H2O),C8H8NO5P,25,0.000880312687066446
Sample1,Amino Acid,Cytidine_5_monophsophate_(-H2O),C9H12N3O7P,25,0.000880312687066446
Sample1,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,25,0.000880312687066446
Sample1,Sugar,Disaccharide_(-H2O),C12H20O11,28,0.0009859502095144195
Sample1,Amino Acid,Uridine_(-H2O),C9H10N2O5,29,0.0010211627169970773
Sample1,Amino Acid,Cytidine_5_diphosphate_(-H2O),C9H13N3O10P2,33,0.0011620127469277087
Sample1,Amino Acid,Uridine_5_monophosphate_(-H2O),C9H11N2O8P,41,0.0014437128067889713
Sample1,Abiotic,GSH_Conjugation_(on_Fluorine)_(-F),C10H16N3O6S,43,0.001514137821754287
Sample1,Amino Acid,Tyrosine_(-H2O),C9H9NO2,45,0.0015845628367196028
Sample1,Amino Acid,Guanine_(-H),C5H4N5O,50,0.001760625374132892
Sample1,Abiotic,Acetotacetate_(-H2O),C4H4O2,51,0.0017958378816155499
Sample1,Other,Diphosphate,H3O6P2,53,0.0018662628965808656
Sample1,Amino Acid,Arginine_(-H2O)/Arginine_Conjugation_(-OH),C6H12N4O_C6H13N4O2,57,0.002007112926511497
Sample1,Amino Acid,Adenosine_5_monophosphate_(-H2O),C10H12N5O6P,59,0.0020775379414768127
Sample1,Sugar,Glucose-N-Phosphate_(-H2O),C6H11O8P,62,0.002183175463924786
Sample1,Amino Acid,Guanosine_5_monophosphate_(-H2O),C10H12N5O7P,62,0.002183175463924786
Sample1,Amino Acid,Tryptophan_(-H2O),C11H10N2O,66,0.0023240254938554175
Sample1,Amino Acid,Phenylalanine_(-H2O),C9H9NO,67,0.002359238001338075
Sample1,Sugar,Glucoside_Conjugation_(-H),C6H11O5,70,0.002464875523786049
Sample1,Sugar,C6H10O6,C6H10O6,70,0.002464875523786049
Sample1,Amino Acid,Leucine_(-H2O),C6H11NO,71,0.0025000880312687065
Sample1,Amino Acid,Isoleucine_(-H2O),C6H11NO,71,0.0025000880312687065
Sample1,Sugar,Glucuronic_Acid_(-H2O)/Glucuronide_Conjugation_(-H),C6H8O6,72,0.0025353005387513646
Sample1,Amino Acid,Valine_(-H2O),C5H9NO,80,0.0028170005986126274
Sample1,Amino Acid,Adenine_(-H),C5H4N5,84,0.0029578506285432584
Sample1,Sugar,Erythrose_(-H2O),C4H8O4,85,0.0029930631360259165
Sample1,Amino Acid,Proline_(-H2O),C5H7NO,87,0.003063488150991232
Sample1,Other,Malonyl_group_(-H2O),C3H2O3,89,0.003133913165956548
Sample1,Sugar,D-Ribose_(-H2O)_(ribosylation),C5H8O4,90,0.0031691256734392055
Sample1,Other,Urea_addition_(-H),CH3N2O,98,0.0034508257333004683
Sample1,Abiotic,Pyrophosphate,PP,105,0.003697313285679073
Sample1,Amino Acid,Lysine_(-H2O),C6H12N2O,110,0.0038733758230923626
Sample1,Abiotic,Tertiary_amine,N,113,0.003979013345540336
Sample1,Amino Acid,Cytosine_(-H),C4H4N3O,115,0.004049438360505651
Sample1,Amino Acid,Uracil_(-H),C4H3N2O2,120,0.004225500897918941
Sample1,Abiotic,Reductive_Debromination_(-Br),H,120,0.004225500897918941
Sample1,Abiotic,CHO2,CHO2,123,0.004331138420366914
Sample1,Amino Acid,Thymine_(-H),C5H5N2O2,124,0.004366350927849572
Sample1,Amino Acid,Histidine_(-H2O),C6H7N3O,125,0.00440156343533223
Sample1,Amino Acid,Alanine_(-H2O),C3H5NO,128,0.0045072009577802035
Sample1,Abiotic,Biotinyl_(-H2O),C10H14N2O2S,129,0.004542413465262862
Sample1,Other,Thiourea_to_Urea_(-S),O,133,0.004683263495193493
Sample1,Abiotic,Primary_amine,NH2,134,0.00471847600267615
Sample1,Abiotic,Acetylation_(-H),C2H3O2,139,0.00489453854008944
Sample1,Abiotic,Biotinyl_(-H),C10H15N2O3S,145,0.005105813584985387
Sample1,Other,O-Acetylserine,C5H9NO4,145,0.005105813584985387
Sample1,Other,Ornitine_Conjugation_(-OH),C5H11N2O2,146,0.0051410260924680444
Sample1,Amino Acid,Transamination_(-O),NH4,148,0.005211451107433361
Sample1,Amino Acid,Glutamic_Acid_(-H2O),C5H7NO3,154,0.005422726152329307
Sample1,Amino Acid,Serine_(-H2O),C3H5NO2,155,0.005457938659811965
Sample1,Amino Acid,Threonine_(-H2O),C4H7NO2,162,0.00570442621219057
Sample1,Abiotic,Oxidative_Debromination_(-Br),HO,163,0.005739638719673228
Sample1,Amino Acid,Cystine_(-H2O),C6H10N2O3S2,170,0.005986126272051833
Sample1,Amino Acid,Glutamine_(-H2O)/Glutamine_Conjugation_(-OH),C5H8N2O2_C5H9N2O3,174,0.006126976301982464
Sample1,Other,Alliin,C6H11NO3S,189,0.006655163914222332
Sample1,Amino Acid,Glycine_Conjugation_(-OH),C2H4NO2,190,0.00669037642170499
Sample1,Abiotic,Acetone_(-H),C3H5O,201,0.007077714004014226
Sample1,Amino Acid,Aspartic_Acid_(-H2O),C4H5NO3,213,0.0075002640938061195
Sample1,Other,Carbamoyl_P_transfer_(-H2PO4),CH2ON,229,0.008063664213528646
Sample1,Abiotic,Oxidative_Dechlorination_(-Cl),HO,236,0.00831015176590725
Sample1,Amino Acid,Asparagine_(-H2O),C4H6N2O2,241,0.00848621430332054
Sample1,Abiotic,Inorganic_Phosphate,P,262,0.009225676960456354
Sample1,Amino Acid,Methionine_(-H2O),C5H9NOS,272,0.009577802035282933
Sample1,Sugar,Glyoxylate_(-H2O),C2O2,287,0.0101059896475228
Sample1,Abiotic,Reductive_Dechlorination_(-Cl),H,299,0.010528539737314694
