SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample22,Amino Acid,Cysteine_(-H2O),C3H5NOS,1,6.173601679219657e-05
Sample22,Other,Palmitoylation_(-H2O)/Palmitoyl_Conjugation_(-H),C16H30O_C16H31O,1,6.173601679219657e-05
Sample22,Other,Stearyl_Conjugation_(-H),C18H35O,1,6.173601679219657e-05
Sample22,Other,Taurine_Conjugation_(-OH),C2H6NO3S,1,6.173601679219657e-05
Sample22,Amino Acid,Cysteine_Conjugation_1_(-H),C3H6NO2S,1,6.173601679219657e-05
Sample22,Abiotic,GSH_Conjugation_(on_Chlorine)_(-Cl),C10H16N3O6S,1,6.173601679219657e-05
Sample22,Amino Acid,Adenosine-5_-phosphosulfate,C10H14N5O10PS,2,0.00012347203358439315
Sample22,Other,Indolylmethyl_glucosinolate,C16H20N2O9S2,3,0.0001852080503765897
Sample22,Amino Acid,Uridine_5_diphosphate_(-H2O),C9H12N2O11P2,3,0.0001852080503765897
Sample22,Amino Acid,Cysteine_Conjugation_2,C3H7NO2S,3,0.0001852080503765897
Sample22,Abiotic,GSH_Conjugation_2,C10H17N3O6S,3,0.0001852080503765897
Sample22,Amino Acid,Deoxythymidine_5_diphosphate_(-H2O),C10H14N2O10P2,5,0.00030868008396098284
Sample22,Amino Acid,Methionine_(-H2O),C5H9NOS,5,0.00030868008396098284
Sample22,Amino Acid,Thymidine_(-H2O),C10H12N2O4,5,0.00030868008396098284
Sample22,Abiotic,GSH_Conjugation_1,C10H15N3O6S,5,0.00030868008396098284
Sample22,Abiotic,GSH_Conjugation_(on_Bromine)_(-Br),C10H16N3O6S,5,0.00030868008396098284
Sample22,Other,Alliin,C6H11NO3S,5,0.00030868008396098284
Sample22,Other,Diphosphate,H3O6P2,5,0.00030868008396098284
Sample22,Amino Acid,Thymidine_5_monophosphate_(-H2O),C10H13N2O7P,6,0.0003704161007531794
Sample22,Amino Acid,Adenosine_5_monophosphate_(-H2O),C10H12N5O6P,6,0.0003704161007531794
Sample22,Amino Acid,Glutathione_(-H2O),C10H15N3O5S,7,0.000432152117545376
