Mass,Sample1,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample2,Sample20,Sample21,Sample22,Sample23,Sample24,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9
229.1080393,-0.0011945080337249132,-0.000854518438633399,-0.0005771030704610182,0.0,-0.0012333467460182493,-0.0030672165117626936,-0.0006807165076314541,-0.001108459813812368,-0.0014315165969924267,0.0,0.0,0.0,-0.0008188429349756999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015715330780256376,-0.001543080522806725,0.0,0.0,-0.000743708251419391
229.1444152,0.0,-0.0010664702117585004,-0.0005766709300435328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011425786828686089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013129474060223263,-0.0003477958308486925
231.0298422,-0.0010112794593432337,0.0,0.0,-0.0010027587276921456,0.0,-0.0036070048154601027,-0.0006410437180456428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001503598405572268,-0.0012328501473436728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0873455,-0.0010086801638931973,-0.0006759942800669667,-0.0006933933400617228,-0.0009907945360791762,-0.0006961628201745789,-0.0018911223202352121,-0.0005495671001044225,-0.001316111942015812,0.0,0.0,-0.0008818923437301471,-0.0005083091441672544,-0.001026195044554688,-0.0003720568190831742,-0.0010455968226894521,0.0,0.0,0.0,0.0,-0.0014683886570969092,-0.0011887725337631193,-0.000916082655752964,-0.0012807273266973228,-0.0008488754783598789
231.1237194,0.0,-0.0011633184111894484,-0.0010911240143390065,0.0,-0.0012810573126671718,0.0,0.0,-0.0013462073529016197,0.0,0.0,-0.0009243502229566197,0.0,0.0,-0.0009117280227430093,0.0,0.0,0.0,0.0,0.0,0.0,-0.001679252433560403,0.0,0.0,-0.0008584593185069867
233.009069,-0.0011679921845746519,0.0,0.0,0.0,0.0,-0.0036189497711244406,0.0,0.0,0.0,-0.0022303913763381225,0.0,-0.0005314935051319484,0.0,0.0,-0.0012707625585151624,-0.0012788777252988727,0.0,-0.0015573540209765234,-0.002329030842690836,0.0,0.0,0.0,0.0,0.0
233.0454599,-0.0009253910164550282,0.0,0.0,-0.0006719581949098709,0.0029625284062130127,-0.001139735054673889,0.0,0.0,0.0,-0.0017306547483006826,-0.0008318908786971016,0.0,0.0,0.0,-0.0012546446060188255,-0.0008248023000837018,0.0,0.0,-0.0030506988115572573,-0.0015016102217045363,0.0,0.0,0.0,0.0
233.0818677,-0.0010142543858710324,0.0,0.0,-0.0009904884486887338,-0.0005308692836673694,-0.0030942194480274767,0.0,0.0,0.0,-0.0021035983767873382,0.0,0.0,0.0,0.0,-0.0016532510416541971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012623094888341393,-0.0008225093755632187
233.1546223,-0.0011858041494997205,-0.00034825057371008365,2.6947404820666275e-05,-0.0008137690682340612,-0.0009009140842781474,0.0,0.0,-0.0003890448885392001,-0.0003560489286853606,-0.0022857667102916686,0.0,0.0,-0.0005284820972998207,-0.00023575914131650607,0.0,0.0,0.0,0.0,-0.0038107187974636726,-0.00141973793872673,-0.0015674367316334985,-0.0004687154448369993,-0.001418128967722865,-0.0005795197883470049
235.0247419,-0.00041959038265048455,0.0,0.0,-0.0005385478447861488,0.0,-0.00207065629659041,-0.000535153038014212,0.0,0.0,-0.0010401754086939196,0.0,-0.0004344270233536328,0.0,0.0,0.0001541323488945801,-0.0010831238341915757,0.0,-0.001996956782969053,-0.0024762114629880497,-0.0007972653027312088,-0.0016372246294875051,0.0,0.0,0.0
235.0611374,-0.0010432604838198705,0.0,0.0,-0.0005847084483913957,-0.0012861647211609968,-0.0006641576551178069,-0.0006601119193224002,0.0,0.0,-0.0010886497639809418,-0.0004351419493870746,0.0,0.0,0.0,-0.001111211983118271,-0.0012461076358682745,0.0,0.0,-0.004338585241386863,-0.0010934301327630302,-0.0015496425916364017,-0.0013545847069636652,-0.001448579761897708,-0.0006284139731092936
235.097524,0.0,0.0,0.0,-0.0005701741751143087,0.0,-0.0017821089932401122,0.0,0.0,0.0,-0.0019295528411223067,-0.0008081006285541916,0.0,-0.0007184596380897959,0.0,-0.0014217288701510158,-0.0013166818838992098,0.0,0.0,0.0,-0.0012775304819706863,0.0,-0.0012090910743261369,-0.0014465161721686456,-0.0007404906543360948
237.0040472,-0.0012767249280078287,0.0,0.0,-0.0009802379207660443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008942737215641809,-0.0011874770656809287,0.0,0.0,0.0,-0.0014059575173701081,0.0,0.0,0.0,0.0
237.0403769,-0.00029258855010664045,0.0,0.0,-0.0005994916356947068,0.0,-0.0017499976023907322,-0.0006269285183376273,0.0,0.0,-0.0009455025965847684,-0.0007435553348398352,0.0,0.0,0.0,-0.00012094656167090474,-0.0012106720686062941,0.0,0.0,-0.004542954069945191,-0.0010334793538948012,-0.0015627294995429637,0.0,0.0,-0.0007875326463413887
237.0768042,-0.0008150362721868966,0.0,-0.000812538019612478,-0.0006621505684053394,0.0,0.005647296550810357,-0.0006396796454795407,-0.0013382861230950766,0.0,0.00012864243172022236,-0.0005544313419938959,-0.0004909747512101424,-0.001051419514174158,0.0,-0.0007869418001881859,0.0,0.0,0.0,0.0,-0.0007868803865570916,-0.0016140002204349964,-0.0009967909937582036,-0.0014890149595284418,-0.0007398862541165235
237.1131973,-0.0008877602701776325,-0.000745000074983311,0.0,-0.0008876713469976338,0.0,-0.001312955418698595,-0.0006430723911652196,0.0,-0.0017080510886082468,-0.0013396695546418391,-0.0006074814016914952,-0.000494395007935356,-0.0009317922416762956,-0.000749026891088847,-0.0012078962504797769,0.0,0.0,0.0,0.0,-0.0010144899830924782,-0.0016753497310763776,-0.00111257078517483,0.0,-0.0007587670088540053
239.0197194,-0.00014727458576957542,0.0,0.0,-0.0006673384451823068,0.0,-0.002637894740401011,0.0,0.0,0.0,-0.0014763112142542143,0.0,-0.0005410808709131196,0.0,0.0,-9.98180260832102e-05,-0.0011196480617390332,0.0,-0.0017717016608715997,-0.0035076909477728684,-0.001071154089658785,0.0,0.0,0.0,0.0
239.0561198,-0.0004128799272550831,0.0,0.0,-0.0006442528813016942,0.0,0.00033135705877824145,-0.0005259027831687323,0.0,0.0,-0.0008936139230818068,-0.0008024227868569168,-0.0003882502917313022,0.0,-0.0008038744211978275,-0.00018764203804165055,-0.0011257123622193206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.0924756,-0.00048161924696256793,-0.001065327998129184,0.0,-0.0009407611021984526,0.0,0.0018693797608012408,-0.0005383787375836407,-0.001197514495561886,0.0,7.680569170766236e-06,-1.457518781329534e-05,-0.0004773119655882414,0.0,0.0,-0.0008370072321780675,0.0,0.0,0.0,0.0,-0.0008038933159367919,-0.001369455174957028,-0.0010793604726967844,0.0,0.0
239.1288627,0.0021434005494412596,-6.373979841647982e-05,-0.00017716436363793273,-0.0007845556075995367,-0.0005435216997666104,0.001995266124905675,-0.00017221017436882665,0.0009569734620670369,0.0007728017853538462,0.00012392454172487712,-0.00032971011247649935,-0.00039283846410900113,0.00021562530150117743,0.0009845693417427403,-0.0013033062261627196,-0.0010192943088790656,0.0,-0.0017942004675205886,0.0,-0.0008823851225543427,-0.0011061310446463235,-0.0007396002914546304,-0.0013847982504623974,-0.0007061683024004338
241.035292,-0.001147898334795302,0.0,0.0,0.0,0.0,-0.004164715524654804,0.0,0.0,0.0,-0.0019118260528930616,0.0,0.0,0.0,0.0,-0.0006955894802205972,-0.0010555524704529947,0.0,0.0,-0.004093858882003496,0.0,0.0,0.0,0.0,0.0
241.0717681,-0.0001705370930656487,-0.0010447044800754512,0.0,-0.0007978528195534203,0.0,0.0077012784141005765,-0.0004890616779191262,0.0,0.0,0.000274247588279225,8.214179225645346e-05,-0.00041284451065504824,0.0,-0.0009151047418760673,0.00029393414390424744,-0.0009342602661522618,0.0,0.0,0.0,-0.0011316904882718336,-0.0013977416836821136,-0.0013568879751809694,-0.0011590532902038837,-0.0007431185129550523
241.1081598,-0.0009655692979945795,-0.000741632432294234,-0.0006106576156157811,-0.0008883621573259953,-0.001248790474042596,0.0009835694820094448,-0.00046020524083764577,-0.0009401806900457534,-0.0016562187333651606,-0.0015009185135909128,-0.0003441885889255442,-0.0005092271644509206,-0.000502251267796629,-1.9636832919469998e-05,-0.0015277550333500924,-0.0013046279251893288,0.0,0.0,0.0,-0.0011438219754933683,-0.0014953949430165977,-0.0011125737520295536,-0.0014339648859893344,-0.0007961056878336402
241.1445308,-0.0005090666238249433,-0.0010025405992087927,-0.0005686302517857551,-0.000963508592349386,-0.0010639659516259979,-0.00223314376825332,0.0,-0.0008860183764709263,-0.0016210711328140893,0.0,-0.0008597041426817802,-0.0004928076443953917,-0.0010148710802589795,-0.00038472269915504565,0.0,-0.0012673754003535965,0.0,-0.002148561830820021,0.0,0.0,0.0,-0.0012973853961399135,-0.0013648972300970683,-0.0007771041438371061
242.1761762,0.0,0.0008745452462123384,0.003190592321243575,-0.0006957429647938387,0.0008880419571678499,-0.004689960173610777,-0.000666177438707199,0.002369137218745422,0.003460195945429653,0.0,-0.000564719224580487,0.0011194791343702752,0.002177061992713435,0.0036869464586324445,-0.001524598436040872,-0.001121971301791876,0.0,0.0,0.0,-0.0015750330789118337,-0.0006365471271859411,-0.0008003933863704687,-0.0007208720478958617,0.00018977819642440234
243.0298647,-0.000917725060207863,0.0,0.0,-0.000982951083651887,0.0,-0.0037487560054035264,0.0,0.0,0.0,-0.0020103980526347477,0.0,0.0,0.0,0.0,0.0,-0.0011832415003426382,0.0,-0.0021045876000063066,0.0,0.0,0.0,0.0,0.0,0.0
243.0510479,-0.0009585704644095573,0.0,0.0,0.0,0.0,0.0009052226271910719,-0.0006493492896518517,0.0,0.0,-0.0015571908912540558,-0.0007546045336591881,-0.0005216581730225895,0.0,0.0,0.00033062255841422,-0.0009436004895920436,0.0,0.0,-0.003743077825995415,-0.0015262534556098808,0.0,0.0,0.0,-0.0008553751297785774
243.0874267,0.000167038026530048,-0.0006984458923717251,-0.0002841065343965276,-0.00032922841307745314,-0.001016154741588191,0.010677761159755203,-0.00022955408484013408,-0.0012345668486635657,-0.0012484164638065685,-0.0006074145154168716,-9.964441219265664e-05,-0.00041058716084524166,-0.00041632603624994723,0.00016498301241341465,0.0006039928381190033,-0.001213286994667483,0.0,0.0,-0.0034357650661354304,-0.0005327733625633075,-0.0015072564798605667,-0.0007549049104429149,-0.0013749686383492353,-0.0003004379075232172
243.1238245,-0.0006630636904771799,-0.00019946313637740295,0.0001414706984181356,-0.0006965728358798439,-0.0003606050188815623,-0.0011369349895649858,-0.0004678224863960745,3.7845468802192874e-05,-0.001174870959727541,-0.0019920130088850593,-0.00023577321139759113,-0.00032022250464879687,-3.321374112896173e-05,-0.00021007406978128465,-0.0015312086338018552,-0.000963561249913066,0.0,0.0,-0.0037917219960764163,-0.0014758931834927237,-0.0009852111774430261,-0.0007884889806860639,-0.0007512318971311587,-0.0002993900232521843
243.160194,-2.920247532330936e-06,-0.0005954512563326449,-0.0006307460620650115,0.0002946778454991705,-0.0007599537654465663,-0.003080817143688524,-0.00037396256728973004,-0.0006984056961287792,-0.0012547473897491425,-0.002276275291476609,-0.0006116588257124657,-0.0005163684728685831,-0.0003632837820299039,-0.0003101640336249315,-0.0005858600146795823,-0.00046940048878844627,0.0,0.0,0.0,-0.0015329539904476589,-0.0009026207550097298,-0.0004021456200533501,-0.00015425604612162252,0.0010100055809971293
245.0092122,-0.0012134047832191438,0.0,0.0,-0.0008951576284908565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00054635290511608,0.0,0.0,-0.0010277227350703798,-0.0007826232337467503,0.0,-0.0021117510128536945,0.0,0.0,0.0,0.0,0.0,0.0
245.0455425,-0.0006072602924917996,0.0,0.0,-0.0007136757718337255,0.0,-0.002983861194819962,-0.00047003598183307306,0.0,0.0,-0.0018123695958143105,0.0,-0.0003889308369603902,0.0,0.0,-0.0009012990740937893,0.0,0.0,-0.0020733132587937354,-0.004667513593658786,-0.0011716247923312802,-0.0013909459159730094,-0.001367654954694344,0.0,0.0
245.0488564,0.0,-0.0010809078430279037,-0.0010059343556172206,-0.0009037819378170393,0.0,0.026399472099473957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013503546314284642,0.0,0.0
245.0667186,-0.0009730943731288665,-0.001009014677675251,0.0,-0.0009732542564074844,0.0,-0.000453038215107405,-0.0005617832926118901,0.0,0.0,-0.0018963818680187503,-0.0005931440164876236,-0.0004721887382564482,0.0,0.0,-0.00020619103129803086,0.0,0.0,0.0,-0.004752708833627398,-0.0013180293250779726,0.0,0.0,0.0,-0.0008295860555655589
245.0819661,-0.0010876656657549803,-0.0011515720326940742,0.0,0.0,0.0,-0.003348725119334648,-0.0005997664112694164,0.0,0.0,0.0,-0.0005940972148259204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012894951391787981,0.0,0.0,0.0,0.0
245.1030708,-0.0009173980759232214,0.0004436847286746516,0.0007000994327185663,-0.0007104928058950619,-0.00040007021356806464,-0.0008582079402101222,-0.0005018703268410398,0.00019225273006505213,-0.0010394788995236996,-0.002043328355474754,-0.000539325136232493,-0.00032784894986386253,0.00019201190436780706,0.0005344377459040592,-0.0013946204818177817,-0.0009971900311375058,0.0,0.0,0.0,-0.0011803975899415916,-0.0007417890638721281,-0.00016213102869788387,-0.0008535326512241146,-0.0004381488747731203
245.1394288,0.0,-0.0007165462281507383,-0.0007948470108708204,-0.0009343494671044339,-0.0007435264106239191,-0.003917587197623905,0.0,-0.0011695935266883846,0.0,0.0,-0.000698863701405259,0.0,-0.0007956342770965863,-0.00023677166270510196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010348103799533409,0.0,-0.0006373216929957545
246.0407787,-0.0011597949275117374,0.0,0.0,-0.0009721966378561553,0.0,-0.003979451593616853,0.0,0.0,0.0,-0.0020251103458278226,0.0,0.0,0.0,0.0,-0.0007015882128651499,-0.0010528772799516962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.0248854,-0.00021830217279059907,0.0,0.0,-0.00012807265193524593,0.0,-0.0009847260246365517,-0.00045096645450905086,0.0,0.0,-0.0012900440756015892,-0.0008554197199109478,-0.0003336630106414448,0.0,0.0,0.0007344960798549633,-0.00047265828652927837,0.0,-0.0010475537283079156,-0.0013224197288405463,-0.0006748658336994587,0.0,0.0,0.0,0.0
247.0612526,-0.0003326721844454957,0.0,0.0,-0.0003756927982187425,0.0009052018173007261,-0.0018198315631979306,-0.0005874862817803161,0.0,0.0,-0.0010069745576593066,-0.000471132392797458,-0.0004258440447279082,0.0,0.0,-0.0010917414274794093,0.0,0.0,-0.0022008694134850407,-0.0037542064198753254,-0.001366873804304128,-0.0011244390622579164,-0.0008299975198966922,-0.0010840917428581202,-0.0007845730144438095
247.0976199,-0.0004669678447278474,-0.0008742776649454222,-0.0009338975646273216,0.0,0.0,-0.0014832243478127135,-0.0006910226544908719,-0.0011159939792546795,0.0,-0.0016977654982084668,-0.0008537294080297095,-0.00041440645823862264,-0.000905244716847533,0.0,0.0,0.0,0.0,0.0,0.0,-0.001125827835490587,-0.0014162320277011108,-0.0012811462179136074,-0.0013399626364994648,-0.00065883784149575
247.1186983,0.0,0.0,-0.0004969092749459272,0.0,0.0,0.0,0.0,-0.0009479662160114502,0.0,0.0,0.0,-0.0003816566277960655,-0.0007772099835037526,-0.0008180199846571609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013289095461832213,0.0,-0.000744130991129858
248.0200235,-0.001240391377657078,0.0,0.0,-0.0009735665518674645,0.0,-0.0044669535083896,0.0,0.0,0.0,-0.002161367827003856,0.0,0.0,0.0,0.0,-0.0007686109408187924,-0.0007840358536366727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248.0564527,-0.00122783458958184,0.0,0.0,0.0,0.0,-0.003580199654337666,0.0,0.0,0.0,-0.0016608811923191054,0.0,0.0,0.0,0.0,-0.0013639276533025265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014941537908737719,0.0
249.0040881,-0.0008379935889616465,0.0,0.0,-0.0004541107085150621,0.0,-0.00238196597198019,-0.0005733309422632037,0.0,0.0,-0.001611956197843588,0.0,-0.00039241461665516964,0.0,0.0,-0.00011260844713087321,-0.0005734594340271134,0.0,-0.0019439559668026733,-0.0014305949023165905,-0.000744123488123025,-0.0016114108796613303,0.0,0.0,0.0
249.0404976,0.00018061320603119613,0.0,0.0,-0.00014685011117908462,0.0,0.0011098508439540422,-0.0004474970847949353,0.0,0.0,0.00018580655975871966,-0.00045879697259158483,-0.0003227566210249907,0.0,0.0,0.0008631420876541168,-0.0003535912778496369,0.0,-0.0018289919006624037,-0.0018579671426300337,-8.929087275243828e-05,-0.0013366390208266903,-0.0013404822575094964,-0.001495087444006459,0.0
249.0768962,0.0003436091510621107,-0.000835106897985561,-0.0010266678462183512,-0.0003032011111030687,-0.0012589361392823996,0.002362896415412831,-0.0003342785958999561,0.0,-0.0017023088866824168,-2.919632605065588e-05,-0.0001015451930500518,-0.00021991641910826292,-0.0007554330636818086,-0.0008593165960252622,-0.0004818487224235897,-0.0012828710092332722,0.0,-0.0014075821200622753,-0.0016642679010031311,-0.000230013602907767,-0.001369906365924114,-0.0008683142508652672,-0.0010048465360786728,-0.0006426503104779528
249.1133023,0.000702674244482293,-0.0004686659684355192,-0.0007158578088526767,-0.000979771783430474,0.0,-0.0001106270174721853,-0.000619063445297141,-0.0008207262275742118,-0.0014312873213971889,-0.0012499796521290981,-0.00043169348851658046,-0.00047333012113954636,-0.0008185549949982159,-0.0007883675190613428,0.0,0.0,0.0,0.0,-0.0028771764333803797,-0.0008543697840487873,-0.0012899585679147822,-0.00015841817483621247,-0.0010325301435120504,-0.0005057015275379875
249.1496907,-0.0010867520400627353,-0.0008416275092451276,-0.0006450331109041858,0.0,-0.000260234990427386,-0.0044138470155576336,-0.0006384668856580874,-0.0009788798979262232,-0.001081069251439088,0.0,0.0,0.0,-0.0005870242756374378,-0.00032989501800064256,0.0,0.0,0.0,0.0,0.0,-0.0015217184832800748,0.0,-0.0012026636802523266,0.0,0.0
250.072209,0.0,0.0,0.0,-0.0007455550366521909,0.0,-0.003790172495722532,0.0,0.0,0.0,-0.0022791085192223923,0.0,0.0,0.0,0.0,-0.0011851348066371002,-0.00117429850215911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.9833625,-0.0009007687339976393,0.0,0.0,-0.0009930417981273356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005358149284174165,0.0,0.0,-0.0009264604982174873,-0.0007705940538168128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.0197378,-0.00043988317835498173,0.0,0.0,-0.0006287191679535165,0.0,-0.0019470512521796144,-0.00040274625096722237,0.0,0.0,-0.0005944409060779206,-0.0009065789382541582,-0.00023353497216691273,0.0,0.0,0.00044088756345627805,-0.0007835118283274988,0.0,-0.001116145221744247,-0.0007164701167002552,-0.00022853563423383543,-0.0016674450977323045,0.0,0.0,0.0
251.0562116,-2.6819444056770655e-05,0.0,0.0,-0.00019393908724033387,0.0,0.00605907627473482,2.85629864056903e-05,0.0,0.0,0.0009027919765097222,-0.00022471104152681516,-0.00045385317321160873,0.0,0.0,-0.00014637402996295657,-0.0008475290299547659,0.0,-0.0012593749877649117,-0.004343332962429514,-0.00041522063827459735,-0.0015638171128755183,-0.0011552562426893683,-0.0010476832912376841,-0.0007058358482353464
251.0925682,0.0006155894796576581,-0.000946250297259822,-0.001076462571574695,-0.0001789522161317159,-0.0007433473627885323,0.004711302210759268,-0.00026374531758527477,-0.0009890869856825852,-0.0012947491510624787,0.0006371989309018483,3.852089178322278e-05,-0.00046381521283191823,-0.000290986807592031,-0.00043217765466051645,-0.0004163557738141899,-0.0010571107039139423,0.0,-0.0019113728017977035,-0.004648439023138454,-1.042939745339153e-06,-0.0009247412674907837,-0.0007079836414740425,-0.0009132583882466731,-0.0005505848824841968
251.1289414,-4.2753253593027235e-05,-0.0009936608390821767,-0.0010289966214299718,-0.0008602150656646248,-0.0011382296531516644,3.1534914980554397e-05,-0.0005443098602861958,-0.0006525385689673718,0.0,-0.0005516648839175692,-0.0007236859204477901,-0.00054105135997574,-0.0004639358486612338,-0.00045192579152905117,0.0,0.0,0.0,-0.0019279608041201746,0.0,-0.0010999954082005665,-0.0013486352575154588,-0.0010790459860960534,-0.001064762445322298,-0.0004995695094184483
252.0514304,-0.0012377126128057991,0.0,0.0,0.0,0.0,-0.003260530112071991,0.0,0.0,0.0,-0.001679876733951407,0.0,0.0,0.0,0.0,-0.0014803255803788982,-0.0012765801052808479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.999028,-0.0009751042251160154,0.0,0.0,0.0001809489677929131,0.0,-0.0021139428116492076,0.0007811461307961459,0.0,0.0,-0.0011563789166484893,0.0,-0.0005389509054706255,0.0,0.0,-0.0004358561718740726,0.0002917397721805106,0.0,-0.0009581316329390909,-0.0038402752946160514,-0.0006365902476392484,0.0,-0.0013482809977667881,0.0,0.0
253.0354403,0.0002909797033645458,0.0,0.0,-0.00043068908113681113,0.0,0.0023883599649900432,-0.00048626135280877805,0.0,0.0,0.0010024407580659438,-0.0007634011926097555,-0.0002403098643930523,0.0,0.0,0.0010081483399869446,-0.0006313730256281333,0.0,-0.001830906129861351,-0.003293844006120845,-0.000759238347857871,0.0,0.0,0.0,0.0
253.0718483,0.0004460052021407927,-0.0010600323962906292,-0.0008357263611004423,4.9876931403902824e-05,0.0,0.00965200148886011,2.023404769632805e-06,-0.000980548920235833,0.0,0.0023105626875866937,0.00014524630531254288,-0.00019759623450364464,-0.0005826749519399577,-0.0006056049366631839,0.0016551855207692246,-0.0005614748406055307,0.0,-0.001512435373601139,-0.00275065915627325,0.00016594321204544825,-0.0011209106449272036,-0.0011539241908484518,-0.0008515292089882265,-0.0005148268133465216
253.1082365,0.0015750001325605654,-0.0003843590295959222,-0.000994754701361241,-0.0005389059617117637,-0.0010892235463629224,0.008806287634178832,-0.0002955146145990354,-0.0006728687006241176,-0.000919774138034459,0.0012782875802494203,0.0002935933876804221,-0.00011329661742378047,-0.00028485264253076426,-0.0004040755047697699,0.0005788815573830071,-0.001156063920363096,0.0,0.0,-0.002714934383424578,0.0004143476553446254,-0.0013592766981488725,-0.0003797227913513267,-0.001107606357068064,-0.000545387131380746
253.1445994,0.002683272151789783,0.006284590841869699,0.006781948340865058,0.0018141177642072175,0.004272228421536634,0.007789448561359307,-2.733359723475416e-05,0.0068118173671887616,0.008393875965979848,0.001406574711612334,0.0016363347640953039,0.00037066228069538036,0.006708253604428387,0.00568873150417946,0.0003257899132958208,0.00041039930758997165,0.0,0.0013441230147808335,0.007992608534184745,0.0019310957339079861,0.0030047433986166282,0.0032411402453106724,0.003437411705309372,0.0028599906771073214
255.0146806,-0.0007061255204083317,0.0,0.0,-0.0008875198109764433,0.0,-0.003240772485840405,0.0,0.0,0.0,-0.0016903157772254905,0.0,-0.0004974280351359179,0.0,0.0,0.0,-0.001097918448327544,0.0,-0.002044871505910037,-0.0038500843491836526,0.0,0.0,0.0,0.0,0.0
255.0298842,0.0,0.0,0.0,-0.0008922110421903982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005513161574467344,0.0,0.0,0.0,-0.0009136851603396175,0.0,0.0,-0.004181170372240118,-0.0014372618480628992,0.0,0.0,0.0,0.0
255.0511271,0.00038680376727976556,0.0,0.0,-4.944479063961e-05,0.0,0.007751914098764531,-0.00014865527425204057,0.0,0.0,0.0012809574204115915,-0.0004800891274439407,-0.00031033292250203046,0.0,-0.0009612957309343895,0.0016886988640902973,-0.00047219253723960124,0.0,-0.0013761043457023862,-0.004685374289449794,-0.0002669080502897446,0.0,-0.0012725199229786685,-0.0014412256051018978,0.0
