Treatment,Mass,mean
B,333.0740068,0.0
B,333.0827037,0.0
B,333.083898,0.0
B,333.0979761,0.0
B,333.1012506,0.0
B,333.1091648,0.0
B,333.1104078,0.0
B,333.1190087,0.0
B,333.1202213,0.0
B,333.1343434,0.0
B,333.1354958,0.0
B,333.1554558,0.0
B,333.1566043,0.0
B,333.1706652,0.0
B,333.1919087,0.0
B,333.207099,0.0
B,334.0205241,0.0
B,334.0287612,0.0
B,334.0316459,0.0
B,334.0568181,0.0
B,334.0580442,0.0
B,334.0681415,0.0
B,334.0780678,0.0
B,334.0931629,0.0
B,334.094405,0.0
B,334.1044156,0.0
B,334.1143637,0.0
B,334.1154805,0.0
B,334.1296234,0.0
B,334.9395681,0.0
B,335.0044568,0.0
B,335.0407929,0.0
B,335.0420529,0.0
B,335.052074,0.0
B,335.0533903,0.0
B,335.077185,0.0
B,335.0783916,0.0
B,335.0884932,0.0
B,335.1136445,0.0
B,335.1248349,0.0
B,335.1499792,0.0
B,335.1863113,0.0
B,335.9390075,0.0
B,336.0360632,0.0
B,336.0374277,0.0
B,336.0473,0.0
B,336.0724576,0.0
B,336.0737074,0.0
B,336.0837041,0.0
B,336.0937251,0.0
B,336.1088727,0.0
B,336.1200809,0.0
B,336.1452891,0.0
B,337.0201922,0.0
B,337.0312915,0.0
B,337.0353583,0.0
B,337.0364634,0.0
B,337.0565274,0.0
B,337.0577921,0.0
B,337.0677046,0.0
B,337.0689696,0.0
B,337.0759685,0.0
B,337.0873265,0.0
B,337.088596,0.0
B,337.0928805,0.0
B,337.0941796,0.0
B,337.1041489,0.0
B,337.1292138,0.0
B,337.1304392,0.0
B,337.1405579,0.0
B,337.1435857,0.0
B,337.1656953,0.0
B,337.1842197,0.0
B,337.2020405,0.0
B,338.015374,0.0
B,338.0172007,0.0
B,338.0231777,0.0
B,338.0305579,0.0
B,338.0517794,0.0
B,338.0530917,0.0
B,338.0630212,0.0
B,338.0668087,0.0
B,338.0881035,0.0
B,338.0893973,0.0
B,338.0917573,0.0
B,338.0993496,0.0
B,338.1244917,0.0
B,338.1356771,0.0
B,338.1608646,0.0
B,338.1643134,0.0
B,338.2087709,0.0
B,338.9993746,0.0
B,339.0145648,0.0
B,339.0358585,0.0
B,339.0370788,0.0
B,339.0470914,0.0
B,339.0482561,0.0
B,339.0509775,0.0
B,339.0521259,0.0
B,339.056754,0.0
B,339.0624235,0.0
B,339.0721702,0.0
B,339.073511,0.0
B,339.0834121,0.0
B,339.0847676,0.0
B,339.0873526,0.0
B,339.0885936,0.0
B,339.0916425,0.0
B,339.1084807,0.0
B,339.1097663,0.0
B,339.1198508,0.0
B,339.1393797,0.0
B,339.1448971,0.0
B,339.1634704,0.0
B,339.1813536,0.0
B,339.1998701,0.0
B,339.2176905,0.0
B,339.2540328,0.0
B,339.8697389,0.0
B,339.9341045,0.0
B,340.009833,0.0
B,340.0210939,0.0
B,340.0310523,0.0
B,340.0462227,0.0
B,340.0574626,0.0
B,340.0673535,0.0
B,340.0686548,0.0
B,340.0825285,0.0
B,340.0837224,0.0
B,340.1038558,0.0
B,340.105133,0.0
B,340.1149956,0.0
B,340.1401679,0.0
B,341.0152115,0.0
B,341.0303327,0.0
B,341.041545,0.0
B,341.0513675,0.0
B,341.0527256,0.0
B,341.0624346,0.0
B,341.0627843,0.0
B,341.0639909,0.0
B,341.0667408,0.0
B,341.070023,0.0
B,341.0780447,0.0
B,341.0878177,0.0
B,341.0891779,0.0
B,341.099045,0.0
B,341.1004023,0.0
B,341.1030806,0.0
B,341.124213,0.0
B,341.1255149,0.0
B,341.1354874,0.0
B,341.1394934,0.0
B,341.1427409,0.0
B,341.1605784,0.0
B,341.1792136,0.0
B,341.1969484,0.0
B,341.2333156,0.0
B,342.0254741,0.0
B,342.0466224,0.0
B,342.0619902,0.0
B,342.0830928,0.0
B,342.0844512,0.0
B,342.0982389,0.0
B,342.1194655,0.0
B,342.120855,0.0
B,342.8831413,0.0
B,342.9744891,0.0
B,343.0095249,0.0
B,343.0209223,0.0
B,343.0305792,0.0
B,343.0320359,0.0
B,343.0460293,0.0
B,343.0472515,0.0
B,343.0571829,0.0
B,343.0670946,0.0
B,343.0685106,0.0
B,343.0823489,0.0
B,343.0856308,0.0
B,343.0936195,0.0
B,343.1034624,0.0
B,343.1047847,0.0
B,343.1187479,0.0
B,343.1398202,0.0
B,343.1550814,0.0
B,343.1584795,0.0
B,343.1762201,0.0
B,343.2125844,0.0
B,343.2489855,0.0
B,344.0046414,0.0
B,344.016151,0.0
B,344.0412837,0.0
B,344.0424932,0.0
B,344.0523911,0.0
B,344.062308,0.0
B,344.0637123,0.0
B,344.0718635,0.0
B,344.0776104,0.0
B,344.0987121,0.0
B,344.1000751,0.0
B,344.1139906,0.0
B,344.1350912,0.0
B,345.025345,0.0
B,345.0265853,0.0
B,345.0363845,0.0
B,345.0465037,0.0
B,345.0478553,0.0
B,345.0616242,0.0
B,345.0629644,0.0
B,345.0650016,0.0
B,345.0728776,0.0
B,345.0760516,0.0
B,345.0827102,0.0
B,345.0841223,0.0
B,345.0980287,0.0
B,345.1013866,0.0
B,345.1092991,0.0
B,345.1124748,0.0
B,345.1191278,0.0
B,345.1343127,0.0
B,345.1488563,0.0
B,345.1555687,0.0
B,345.170685,0.0
B,345.1918202,0.0
B,345.2281943,0.0
B,346.0204971,0.0
B,346.0316914,0.0
B,346.056763,0.0
B,346.0582926,0.0
B,346.0680968,0.0
B,346.0931337,0.0
B,346.1044892,0.0
B,346.1296842,0.0
B,346.1507021,0.0
B,347.0045545,0.0
B,347.0156231,0.0
B,347.0408415,0.0
B,347.0423484,0.0
B,347.0521214,0.0
B,347.0536332,0.0
B,347.0619402,0.0
B,347.0633995,0.0
B,347.0772529,0.0
B,347.0786554,0.0
B,347.0820594,0.0
B,347.0885259,0.0
B,347.0918336,0.0
B,347.0983795,0.0
B,347.1136072,0.0
B,347.1168933,0.0
B,347.1248686,0.0
B,347.1280601,0.0
B,347.1347104,0.0
B,347.1500441,0.0
B,347.1711492,0.0
B,347.1863825,0.0
B,348.0362647,0.0
B,348.0375924,0.0
B,348.0472398,0.0
B,348.0491789,0.0
B,348.0725198,0.0
B,348.0739471,0.0
B,348.0837592,0.0
B,348.1088261,0.0
B,348.1201003,0.0
B,348.1300172,0.0
B,348.1452807,0.0
B,348.9552774,0.0
B,349.0202557,0.0
B,349.0216203,0.0
B,349.0312041,0.0
B,349.0353668,0.0
B,349.0565201,0.0
B,349.057952,0.0
B,349.061336,0.0
B,349.0677262,0.0
B,349.0693424,0.0
B,349.0792066,0.0
B,349.0873398,0.0
B,349.0888746,0.0
B,349.092921,0.0
B,349.0943709,0.0
B,349.1041333,0.0
B,349.1073813,0.0
B,349.1292423,0.0
B,349.1406425,0.0
B,349.1438196,0.0
B,349.1656772,0.0
B,349.2020727,0.0
B,350.0154969,0.0
B,350.0517046,0.0
B,350.0532019,0.0
B,350.0613237,0.0
B,350.0630298,0.0
B,350.0881542,0.0
B,350.0994227,0.0
B,350.124468,0.0
B,350.1456141,0.0
B,350.1608987,0.0
B,350.9994949,0.0
B,351.0147179,0.0
B,351.0260472,0.0
B,351.0357256,0.0
B,351.0469806,0.0
B,351.0485534,0.0
B,351.0509499,0.0
B,351.0721502,0.0
B,351.0736291,0.0
B,351.0834264,0.0
B,351.0849913,0.0
B,351.0865964,0.0
B,351.103017,0.0
B,351.1084773,0.0
B,351.1100366,0.0
B,351.1197228,0.0
B,351.1229085,0.0
B,351.1448997,0.0
B,351.1812381,0.0
B,351.2178005,0.0
B,352.0309158,0.0
B,352.032576,0.0
B,352.0464252,0.0
B,352.0674707,0.0
B,352.0770421,0.0
B,352.1038431,0.0
B,352.115042,0.0
B,352.140131,0.0
B,353.0152154,0.0
B,353.0166052,0.0
B,353.0263434,0.0
B,353.0304655,0.0
B,353.051419,0.0
B,353.0529148,0.0
B,353.0626933,0.0
B,353.0642113,0.0
B,353.0664918,0.0
B,353.0676838,0.0
B,353.0877803,0.0
B,353.0989621,0.0
B,353.1005422,0.0
B,353.1030069,0.0
B,353.118659,0.0
B,353.1241868,0.0
B,353.1256732,0.0
B,353.1354608,0.0
B,353.1387022,0.0
B,353.1605051,0.0
B,353.1792069,0.0
B,353.1969553,0.0
B,353.2156354,0.0
B,353.9499413,0.0
B,354.0254932,0.0
B,354.0368326,0.0
B,354.0468152,0.0
B,354.0618571,0.0
B,354.0829759,0.0
B,354.0926887,0.0
B,354.0943581,0.0
B,354.0957519,0.0
B,354.1194521,0.0
B,354.1558043,0.0
B,354.2035976,0.0
B,355.0095801,0.0
B,355.0209675,0.0
B,355.030811,0.0
B,355.0323347,0.0
B,355.0458679,0.0
B,355.0474329,0.0
B,355.0493385,0.0
B,355.0508771,0.0
B,355.0575979,0.0
B,355.0671008,0.0
B,355.0783296,0.0
B,355.0798234,0.0
B,355.0823262,0.0
B,355.093764,0.0
B,355.0971106,0.0
B,355.103505,0.0
B,355.11308,0.0
B,355.1147003,0.0
B,355.1162804,0.0
B,355.1187618,0.0
B,355.1398643,0.0
B,355.1551986,0.0
B,355.1585063,0.0
B,355.169549,0.0
B,355.1762812,0.0
B,355.1948673,0.0
B,355.212518,0.0
B,355.2490293,0.0
B,356.0046452,0.0
B,356.0411294,0.0
B,356.0523075,0.0
B,356.0623253,0.0
B,356.0720037,0.0
B,356.077424,0.0
B,356.0778546,0.0
B,356.0888666,0.0
B,356.0986945,0.0
B,356.108408,0.0
B,356.1149833,0.0
B,356.1350229,0.0
B,356.1714055,0.0
B,357.0253909,0.0
B,357.0364276,0.0
B,357.0379649,0.0
B,357.0462595,0.0
B,357.0479892,0.0
B,357.0615438,0.0
B,357.0649287,0.0
B,357.0665321,0.0
B,357.0729653,0.0
B,357.0763054,0.0
B,357.0827661,0.0
B,357.094058,0.0
B,357.0955487,0.0
B,357.0979723,0.0
B,357.1013349,0.0
B,357.1095422,0.0
B,357.110055,0.0
B,357.1127377,0.0
B,357.1191247,0.0
B,357.1343176,0.0
B,357.1376236,0.0
B,357.1490298,0.0
B,357.1555694,0.0
B,357.1740691,0.0
B,357.1918988,0.0
B,357.2283228,0.0
B,357.264708,0.0
B,358.0204769,0.0
B,358.0317531,0.0
B,358.0568128,0.0
B,358.0680341,0.0
B,358.0779099,0.0
B,358.0932303,0.0
B,358.1144251,0.0
B,358.1296081,0.0
B,358.1507541,0.0
B,358.1871262,0.0
B,359.00473,0.0
B,359.0158284,0.0
B,359.0253726,0.0
B,359.0271707,0.0
B,359.0407126,0.0
B,359.0442374,0.0
B,359.0458398,0.0
B,359.0522674,0.0
B,359.0538676,0.0
B,359.0620706,0.0
B,359.063741,0.0
B,359.077314,0.0
B,359.0806049,0.0
B,359.0822407,0.0
B,359.08857,0.0
B,359.0919057,0.0
B,359.0983214,0.0
B,359.1136754,0.0
B,359.1249826,0.0
B,359.1284228,0.0
B,359.1347258,0.0
B,359.1499996,0.0
B,359.1711165,0.0
B,359.186434,0.0
B,359.2075651,0.0
B,359.2439606,0.0
B,360.0360184,0.0
B,360.0472281,0.0
B,360.0725003,0.0
B,360.0937084,0.0
B,360.0954058,0.0
B,360.1089166,0.0
B,360.1200875,0.0
B,360.1299824,0.0
B,360.1452824,0.0
B,360.1663856,0.0
B,360.2391575,0.0
B,361.0201954,0.0
B,361.0314671,0.0
B,361.0329939,0.0
B,361.0412513,0.0
B,361.0565618,0.0
B,361.0598188,0.0
B,361.061666,0.0
B,361.0678515,0.0
B,361.0695645,0.0
B,361.0713149,0.0
B,361.0776183,0.0
B,361.0793642,0.0
B,361.0873767,0.0
B,361.0928124,0.0
B,361.096217,0.0
B,361.0979561,0.0
B,361.1042048,0.0
B,361.1076483,0.0
B,361.1140643,0.0
B,361.1292877,0.0
B,361.1406182,0.0
B,361.1440633,0.0
B,361.1504204,0.0
B,361.1656963,0.0
B,361.1868675,0.0
B,361.2021584,0.0
B,361.2231962,0.0
B,362.0154871,0.0
B,362.0267046,0.0
B,362.0517965,0.0
B,362.0647321,0.0
B,362.088203,0.0
B,362.0980217,0.0
B,362.1093278,0.0
B,362.124543,0.0
B,362.1456486,0.0
B,362.1609327,0.0
B,362.181978,0.0
B,362.891396,0.0
B,362.9713127,0.0
B,362.9990415,0.0
B,363.0359377,0.0
B,363.0470977,0.0
B,363.0486896,0.0
B,363.0585001,0.0
B,363.0665736,0.0
B,363.0721664,0.0
B,363.0755004,0.0
B,363.0834601,0.0
B,363.0852123,0.0
B,363.0870525,0.0
B,363.0933545,0.0
B,363.1085826,0.0
B,363.1118451,0.0
B,363.1136278,0.0
B,363.1197504,0.0
B,363.1233094,0.0
B,363.1449543,0.0
B,363.1596841,0.0
B,363.1660045,0.0
B,363.1813197,0.0
B,364.031178,0.0
B,364.0328764,0.0
B,364.0393512,0.0
B,364.0407064,0.0
B,364.0423145,0.0
B,364.0673968,0.0
B,364.0772645,0.0
B,364.0804592,0.0
B,364.1037995,0.0
B,364.1150644,0.0
B,364.1249137,0.0
B,364.1401769,0.0
B,364.1613272,0.0
B,365.015239,0.0
B,365.0168078,0.0
B,365.0260257,0.0
B,365.0305917,0.0
B,365.0514273,0.0
B,365.0626803,0.0
B,365.0644416,0.0
B,365.0665363,0.0
B,365.0877925,0.0
B,365.0990845,0.0
B,365.1008238,0.0
B,365.1241866,0.0
B,365.1354958,0.0
B,365.1389179,0.0
B,365.1606701,0.0
B,365.1639779,0.0
B,365.1969437,0.0
B,366.0103698,0.0
B,366.0256906,0.0
B,366.037073,0.0
B,366.0467996,0.0
B,366.0484872,0.0
B,366.0578634,0.0
B,366.0619299,0.0
B,366.0831024,0.0
B,366.0943448,0.0
B,366.1194851,0.0
B,366.1558467,0.0
B,367.0095838,0.0
B,367.0209096,0.0
B,367.0307838,0.0
B,367.0324133,0.0
B,367.0420439,0.0
B,367.0460567,0.0
B,367.0574109,0.0
B,367.067144,0.0
B,367.0783787,0.0
B,367.0800985,0.0
B,367.0824643,0.0
B,367.1034717,0.0
B,367.1147331,0.0
B,367.116541,0.0
B,367.1398769,0.0
B,367.1762228,0.0
B,367.2126393,0.0
B,367.2311691,0.0
B,368.0259566,0.0
B,368.0338251,0.0
B,368.0412358,0.0
B,368.0524402,0.0
B,368.0623661,0.0
B,368.0641192,0.0
B,368.0775656,0.0
B,368.0987571,0.0
B,368.1099405,0.0
B,368.1350975,0.0
B,368.1715031,0.0
B,369.0100565,0.0
B,369.0253158,0.0
B,369.0366201,0.0
B,369.0373528,0.0
B,369.0463306,0.0
B,369.0482359,0.0
B,369.0574069,0.0
B,369.0595519,0.0
B,369.0616742,0.0
B,369.0730535,0.0
B,369.0826947,0.0
B,369.0939553,0.0
B,369.0957301,0.0
B,369.0978729,0.0
B,369.1129956,0.0
B,369.1191901,0.0
B,369.1304042,0.0
B,369.1321622,0.0
B,369.1344638,0.0
B,369.1491769,0.0
B,369.1554658,0.0
B,369.1738707,0.0
B,369.1919138,0.0
B,369.2282374,0.0
B,370.0203712,0.0
B,370.0418207,0.0
B,370.0567115,0.0
B,370.078044,0.0
B,370.0798726,0.0
B,370.0933352,0.0
B,370.1045137,0.0
B,370.1143873,0.0
B,370.127421,0.0
B,370.130568,0.0
B,370.1507569,0.0
B,371.0047083,0.0
B,371.0160248,0.0
B,371.0257713,0.0
B,371.0275757,0.0
B,371.0408592,0.0
B,371.0442101,0.0
B,371.0460573,0.0
B,371.0522703,0.0
B,371.0538929,0.0
B,371.0620011,0.0
B,371.0638703,0.0
B,371.0735466,0.0
B,371.0773772,0.0
B,371.0806351,0.0
B,371.0886989,0.0
B,371.092428,0.0
B,371.0984272,0.0
B,371.1095679,0.0
B,371.1136083,0.0
B,371.1168575,0.0
B,371.1256366,0.0
B,371.1285943,0.0
B,371.1348098,0.0
B,371.1478524,0.0
B,371.1500307,0.0
B,371.1504799,0.0
B,371.1532478,0.0
B,371.1651178,0.0
B,371.1711975,0.0
B,371.2075756,0.0
B,371.2439412,0.0
B,371.2802997,0.0
B,371.9998791,0.0
B,372.0362656,0.0
B,372.0490697,0.0
B,372.0574017,0.0
B,372.0592119,0.0
B,372.0725195,0.0
B,372.0935834,0.0
B,372.0956131,0.0
B,372.1089299,0.0
B,372.1201389,0.0
B,372.1276848,0.0
B,372.1300377,0.0
B,372.1453165,0.0
B,372.166427,0.0
B,373.0202271,0.0
B,373.0314372,0.0
B,373.0332177,0.0
B,373.041263,0.0
B,373.0431454,0.0
B,373.0564954,0.0
B,373.0598987,0.0
B,373.0618689,0.0
B,373.0679679,0.0
B,373.0717186,0.0
B,373.0777617,0.0
B,373.0796818,0.0
B,373.087433,0.0
B,373.092945,0.0
B,373.0962424,0.0
B,373.0981796,0.0
B,373.1042227,0.0
B,373.1078863,0.0
B,373.114026,0.0
B,373.1292518,0.0
B,373.1443999,0.0
B,373.1504787,0.0
B,373.1656642,0.0
B,373.1803752,0.0
B,373.1867634,0.0
B,373.2232306,0.0
B,373.25955,0.0
B,373.3071593,0.0
B,374.0155667,0.0
B,374.0518583,0.0
B,374.073038,0.0
B,374.0824785,0.0
B,374.088215,0.0
B,374.0982595,0.0
B,374.0992454,0.0
B,374.109324,0.0
B,374.1111894,0.0
B,374.1244542,0.0
B,374.1345478,0.0
B,374.1357748,0.0
B,374.1456966,0.0
B,374.1609812,0.0
B,374.1819913,0.0
B,374.9099816,0.0
B,374.9118709,0.0
B,374.9928425,0.0
B,374.9994286,0.0
B,375.0107823,0.0
B,375.0358638,0.0
B,375.0470606,0.0
B,375.050871,0.0
B,375.0569419,0.0
B,375.0588138,0.0
B,375.0665667,0.0
B,375.0721583,0.0
B,375.0754299,0.0
B,375.07741,0.0
B,375.0835056,0.0
B,375.0872805,0.0
B,375.0933604,0.0
B,375.0953296,0.0
B,375.1030532,0.0
B,375.1051026,0.0
B,375.1085966,0.0
B,375.1118822,0.0
B,375.1138767,0.0
B,375.1198594,0.0
B,375.1235484,0.0
B,375.1296225,0.0
B,375.144917,0.0
B,375.1599558,0.0
B,375.1660318,0.0
B,375.1814172,0.0
B,375.2023928,0.0
B,375.2388262,0.0
B,375.9113921,0.0
B,376.0311899,0.0
B,376.0330671,0.0
B,376.0440304,0.0
B,376.0674479,0.0
B,376.0774601,0.0
B,376.0885419,0.0
B,376.0904519,0.0
B,376.1037778,0.0
B,376.1139064,0.0
B,376.1249759,0.0
B,376.1269493,0.0
B,376.1401911,0.0
B,376.1612954,0.0
B,376.2527452,0.0
B,376.9070164,0.0
B,376.9982677,0.0
B,377.0151446,0.0
B,377.0170869,0.0
B,377.0263287,0.0
B,377.0513776,0.0
B,377.0548202,0.0
B,377.0567738,0.0
B,377.062695,0.0
B,377.0664074,0.0
B,377.0727138,0.0
B,377.082143,0.0
B,377.0843437,0.0
B,377.0856588,0.0
B,377.0878562,0.0
B,377.0911651,0.0
B,377.0932485,0.0
B,377.0991213,0.0
B,377.1029274,0.0
B,377.110968,0.0
B,377.1185877,0.0
B,377.1241536,0.0
B,377.1354857,0.0
B,377.1391855,0.0
B,377.1453241,0.0
B,377.1606382,0.0
B,377.1755825,0.0
B,377.1816468,0.0
B,377.1969447,0.0
B,377.2594692,0.0
B,378.0103567,0.0
B,378.0215021,0.0
B,378.0255731,0.0
B,378.0467483,0.0
B,378.0488005,0.0
B,378.0579331,0.0
B,378.0830104,0.0
B,378.0931104,0.0
B,378.1041878,0.0
B,378.1194767,0.0
B,378.1306843,0.0
B,378.1405541,0.0
B,378.1424409,0.0
B,378.1557382,0.0
B,378.1770236,0.0
B,378.1923821,0.0
B,378.2610946,0.0
B,378.9951806,0.0
B,379.0307386,0.0
B,379.0327445,0.0
B,379.0420282,0.0
B,379.0440671,0.0
B,379.045994,0.0
B,379.0502074,0.0
B,379.0572148,0.0
B,379.0670627,0.0
B,379.078367,0.0
B,379.1035185,0.0
B,379.1147634,0.0
B,379.1184204,0.0
B,379.1398363,0.0
B,379.1511286,0.0
B,379.154943,0.0
B,379.1762924,0.0
B,379.1913039,0.0
B,379.2126328,0.0
B,380.0259276,0.0
B,380.0412388,0.0
B,380.0623521,0.0
B,380.0775164,0.0
B,380.0987272,0.0
B,380.1099106,0.0
B,380.13509,0.0
B,380.1563301,0.0
B,380.1715166,0.0
B,381.0099736,0.0
B,381.0119832,0.0
B,381.0252208,0.0
B,381.0366057,0.0
B,381.046256,0.0
B,381.0577228,0.0
B,381.0616838,0.0
B,381.0649457,0.0
B,381.0658877,0.0
B,381.0827406,0.0
B,381.0939472,0.0
B,381.1039782,0.0
B,381.1191513,0.0
B,381.1304304,0.0
B,381.1387222,0.0
B,381.1496532,0.0
B,381.1555387,0.0
B,381.1705275,0.0
B,381.1919262,0.0
B,381.2283484,0.0
B,381.2469053,0.0
B,382.0204894,0.0
B,382.0319117,0.0
B,382.0416818,0.0
B,382.0568965,0.0
B,382.0723517,0.0
B,382.0779253,0.0
B,382.0892458,0.0
B,382.1143603,0.0
B,382.125448,0.0
B,382.1508362,0.0
B,383.0046625,0.0
B,383.0160251,0.0
B,383.0255826,0.0
B,383.0276177,0.0
B,383.0409774,0.0
B,383.0442045,0.0
B,383.0522065,0.0
B,383.0537709,0.0
B,383.0620601,0.0
B,383.0733149,0.0
B,383.0773036,0.0
B,383.0887208,0.0
B,383.0925123,0.0
B,383.0984006,0.0
B,383.1096258,0.0
B,383.1136005,0.0
B,383.1179131,0.0
B,383.1250774,0.0
B,383.1289264,0.0
B,383.1348221,0.0
B,383.1500542,0.0
B,383.1652898,0.0
B,383.1711713,0.0
B,383.2075434,0.0
B,383.243929,0.0
B,384.0287602,0.0
B,384.0359851,0.0
B,384.0572276,0.0
B,384.0725409,0.0
B,384.083767,0.0
B,384.0936762,0.0
B,384.1088495,0.0
B,384.1299614,0.0
B,384.1463237,0.0
B,384.1482894,0.0
B,384.1664777,0.0
B,385.0048988,0.0
B,385.0202265,0.0
B,385.0315579,0.0
B,385.0412434,0.0
B,385.056516,0.0
B,385.061996,0.0
B,385.0678835,0.0
B,385.0696041,0.0
B,385.0718686,0.0
B,385.0776691,0.0
B,385.0888704,0.0
B,385.0910795,0.0
B,385.0929806,0.0
B,385.1044853,0.0
B,385.108234,0.0
B,385.1140667,0.0
B,385.1253276,0.0
B,385.1292847,0.0
B,385.1445398,0.0
B,385.1504454,0.0
B,385.1624352,0.0
B,385.1634807,0.0
B,385.1656979,0.0
B,385.1809423,0.0
B,385.1868531,0.0
B,385.2232053,0.0
B,385.2596575,0.0
B,385.2960043,0.0
B,386.0154327,0.0
B,386.0266826,0.0
B,386.0518736,0.0
B,386.0729217,0.0
B,386.0881602,0.0
B,386.0981528,0.0
B,386.0993184,0.0
B,386.1092849,0.0
B,386.1245874,0.0
B,386.1433865,0.0
B,386.1457126,0.0
B,386.18208,0.0
B,386.9996013,0.0
B,387.0207931,0.0
B,387.0358114,0.0
B,387.0413244,0.0
B,387.0470047,0.0
B,387.048905,0.0
B,387.0568792,0.0
B,387.0721851,0.0
B,387.0755168,0.0
B,387.0778211,0.0
B,387.0835576,0.0
B,387.0876011,0.0
B,387.0933018,0.0
B,387.1031093,0.0
B,387.1053826,0.0
B,387.108599,0.0
B,387.1118552,0.0
B,387.1142058,0.0
B,387.1198731,0.0
B,387.1238198,0.0
B,387.1296478,0.0
B,387.1394142,0.0
B,387.1449527,0.0
B,387.1603856,0.0
B,387.1661473,0.0
B,387.1813781,0.0
B,387.196503,0.0
B,387.2024266,0.0
B,387.2388918,0.0
B,388.0310831,0.0
B,388.0332328,0.0
B,388.0410225,0.0
B,388.0674521,0.0
B,388.0777843,0.0
B,388.0786246,0.0
B,388.0884927,0.0
B,388.1037764,0.0
B,388.1149054,0.0
B,388.1250235,0.0
B,388.1402588,0.0
B,388.1613236,0.0
B,388.1765628,0.0
B,388.1977142,0.0
B,388.9256748,0.0
B,388.9279266,0.0
B,389.0152254,0.0
B,389.0264341,0.0
B,389.0363838,0.0
B,389.0514157,0.0
B,389.0547881,0.0
B,389.0569417,0.0
B,389.0626613,0.0
B,389.0645587,0.0
B,389.0725731,0.0
B,389.0822173,0.0
B,389.0878868,0.0
B,389.091195,0.0
B,389.0934748,0.0
B,389.0992114,0.0
B,389.1032334,0.0
B,389.1090377,0.0
B,389.1186718,0.0
B,389.1209826,0.0
B,389.1242212,0.0
B,389.1394197,0.0
B,389.1453555,0.0
B,389.1606211,0.0
B,389.1759214,0.0
B,389.179202,0.0
B,389.1818116,0.0
B,389.1970034,0.0
B,389.2181266,0.0
B,389.9274365,0.0
B,389.9462582,0.0
B,390.0102591,0.0
B,390.0466038,0.0
B,390.0488712,0.0
B,390.0570296,0.0
B,390.057853,0.0
B,390.0830339,0.0
B,390.0934521,0.0
B,390.0942162,0.0
B,390.0949173,0.0
B,390.1041967,0.0
B,390.1194353,0.0
B,390.1297509,0.0
B,390.1304885,0.0
B,390.1405991,0.0
B,390.1558573,0.0
B,390.1770393,0.0
B,390.9227249,0.0
B,391.0306904,0.0
B,391.0363168,0.0
B,391.041952,0.0
B,391.0441004,0.0
B,391.0518549,0.0
B,391.0548936,0.0
B,391.0670976,0.0
B,391.0704496,0.0
B,391.0727088,0.0
B,391.0784072,0.0
B,391.0883535,0.0
B,391.0979379,0.0
B,391.1002944,0.0
B,391.1011412,0.0
B,391.1034651,0.0
B,391.1067921,0.0
B,391.1147568,0.0
B,391.1165337,0.0
B,391.1187598,0.0
B,391.1247716,0.0
B,391.1343376,0.0
B,391.139874,0.0
B,391.1552641,0.0
B,391.1610525,0.0
B,391.1762721,0.0
B,391.191396,0.0
B,391.1973196,0.0
B,391.2126229,0.0
B,392.0259134,0.0
B,392.0369278,0.0
B,392.0411416,0.0
B,392.0623832,0.0
B,392.0728302,0.0
B,392.0735704,0.0
B,392.0987212,0.0
B,392.1090158,0.0
B,392.1097591,0.0
B,392.1197997,0.0
B,392.1350803,0.0
B,392.1562947,0.0
B,392.1715416,0.0
B,393.0100282,0.0
B,393.0212162,0.0
B,393.0253632,0.0
B,393.0365202,0.0
B,393.0463022,0.0
B,393.0576563,0.0
B,393.0618286,0.0
B,393.082794,0.0
B,393.0884488,0.0
B,393.0940198,0.0
B,393.119113,0.0
B,393.1303835,0.0
B,393.1322056,0.0
B,393.1343855,0.0
B,393.1555848,0.0
B,393.1709035,0.0
B,393.1918339,0.0
B,394.0055075,0.0
B,394.0204729,0.0
B,394.0316727,0.0
B,394.0415708,0.0
B,394.0524637,0.0
B,394.0568304,0.0
B,394.0780979,0.0
B,394.0885679,0.0
B,394.1143536,0.0
B,394.125434,0.0
B,394.1355109,0.0
B,394.1508105,0.0
B,394.171958,0.0
B,394.187121,0.0
B,394.9074281,0.0
B,395.0050008,0.0
B,395.0160216,0.0
B,395.0256436,0.0
B,395.0280865,0.0
B,395.0369791,0.0
B,395.0409634,0.0
B,395.0514827,0.0
B,395.0521836,0.0
B,395.0538514,0.0
B,395.0619805,0.0
B,395.073323,0.0
B,395.0773118,0.0
B,395.0985241,0.0
B,395.1097202,0.0
B,395.1347478,0.0
B,395.1477702,0.0
B,395.1501978,0.0
B,395.1656231,0.0
B,395.1712349,0.0
B,395.1865625,0.0
B,395.2075188,0.0
B,396.0210381,0.0
B,396.0363202,0.0
B,396.0572271,0.0
B,396.0725472,0.0
B,396.0936718,0.0
B,396.1048967,0.0
B,396.1090674,0.0
B,396.1301212,0.0
B,396.1411731,0.0
B,396.1663874,0.0
B,397.0049714,0.0
B,397.0201355,0.0
B,397.0314829,0.0
B,397.0411181,0.0
B,397.0527464,0.0
B,397.0566094,0.0
B,397.0598306,0.0
B,397.0679942,0.0
B,397.0696518,0.0
B,397.0777123,0.0
B,397.088837,0.0
B,397.0928912,0.0
B,397.0991522,0.0
B,397.1083483,0.0
B,397.1140089,0.0
B,397.1252965,0.0
B,397.1294153,0.0
B,397.1415251,0.0
