PC1,PC2,PC3,PC4,PC5,PC6,SampleID,Treatment
0.18245674964723477,-0.9843129941967342,0.16133949811111603,-0.00628013597429411,-0.01596142540903242,5.635195881469502e-16,Sample1,A
-4.270167734648644,2.2793684852367213,0.15892097043735853,0.034852547827416036,-0.013516242196304526,-7.389020577244702e-16,Sample2,A
-13.9169019229212,0.2145161505704979,-0.24686932932152467,-0.03570765602015599,0.006060672166678785,-7.092495967962208e-16,Sample3,A
-0.004416637245781374,-1.070219688938663,-0.13916155918321851,0.04542366847590229,0.0016848380514378654,-2.2395779188088993e-16,Sample4,A
-2.4381664193804253,0.18416446506547005,0.18150544463525264,-0.022844795177756207,0.0036806701876301515,-7.719886384521764e-16,Sample5,B
0.33538276917911514,-0.43566691111735534,0.20527374326946873,-0.04111865358563408,0.004557294726063768,8.703663506085248e-17,Sample6,B
2.8091415097294643,-1.0439048320180835,0.1518095586064811,-0.01967732570002692,0.0037487034995084753,3.959133440461559e-18,Sample7,B
2.7373135504448296,-1.6347221763106994,0.15497118436522725,-0.018240388630296867,-0.013364145617098373,4.687643064092665e-16,Sample8,C
3.2777627996691656,-0.5915932791519278,-0.1591136018150558,0.01463006375337799,0.0059679785787196266,-4.173772263132063e-16,Sample9,C
2.7951789971378718,0.4295421863700203,-0.11674333039638451,-0.007840775720829155,0.007851575490041299,-1.5463294026082069e-16,Sample10,C
7.969654468210445,0.1434578756842474,-0.060787555041259475,-0.012666854638842904,0.0019923540039238526,3.902739259191348e-17,Sample11,C
-5.805616714615172,-0.7661529354201944,-0.2311534137736897,-0.0024287013685263883,-7.944395612244984e-4,-2.669103101417051e-16,Sample12,D
5.28726311594628,0.3691531942430579,-0.0923428953011371,-0.008123322055449675,0.006041868409310203,2.2507827837725673e-16,Sample13,D
0.775542196344103,-0.8048407381712336,0.04059214436037459,0.0801569750992775,0.020742812171929356,-4.486539327573976e-16,Sample14,D
-4.3742438066050955,1.0220593624652814,0.1481566775276965,-0.004530433741390526,0.02378728146851884,-6.097620131529501e-16,Sample15,E
5.867462941260632,0.9272101020195233,-0.07405180685399224,-0.01617135711887569,-3.501073180209313e-4,1.698244712943087e-16,Sample16,E
5.937524356231384,0.822363978313948,-0.08123145296242926,-0.01261115343025421,-2.253150296094783e-4,7.285713686206533e-17,Sample17,E
-5.766741794630539,0.011609363447773559,0.10448940524307054,0.012272494215349039,-0.0012872385334209285,-4.879645782828138e-16,Sample18,F
0.3688280417973747,-0.23172950931625444,0.13177224297619977,0.007614629938430203,0.005860569144393743,-1.3457030887795208e-16,Sample19,F
7.029529390649154,0.51254065548302985,-0.07554319813280994,-0.011238214702466527,-0.00448788612860123,-3.54670027771725e-17,Sample20,F
8.508420882490102,0.43443599002386035,-0.05630639145844753,-0.014440934405831718,-0.004413210874595848,1.0522767039164574e-16,Sample21,G
0.4474174280116834,0.4463194728915839,-0.012436862894091877,0.05733682725636307,-0.021593564809107367,-8.824081235904098e-16,Sample22,G
-7.648702199593147,-0.34367906930582265,-0.2537521419237026,-0.013571129152205926,-0.012976061653867832,-2.9141348435365564e-16,Sample23,G
-10.103921967108683,0.11008085213198965,0.16066266952550068,-0.004795375143281981,-0.003006980767272009,-6.035767092704778e-16,Sample24,G
