PC1,PC2,PC3,PC4,PC5,PC6,SampleID,Treatment
-0.2681933766068553,-0.8783674857078929,0.06748108814614673,0.0110923710695644,2.4362412270776757e-5,4.258299052028142e-16,Sample1,A
-2.9986273031786443,0.43484844171606835,-0.03604250457524544,0.004595387322599502,-0.008161688835193987,4.021400790926961e-16,Sample10,B
-8.199526023185747,0.20730632547703792,-0.006623049221085293,0.010387240069335196,-0.007772583068263358,1.5050243473446815e-16,Sample11,B
4.742252571670866,-0.8108729769118221,-0.08929267737465416,0.014344284938379283,0.00673384386127237,-8.107852458530392e-17,Sample12,B
-5.602072907374657,0.3895226009547255,-0.025227417884136495,0.00518550191852362,-0.004446795386741095,2.1608448267031634e-16,Sample13,C
-1.6020263992154342,-1.0758356037457002,-0.015812471503818166,-0.07433774338397414,5.544263185096186e-4,-2.6887022838107976e-17,Sample14,C
4.6687104315135155,1.1933943320420857,0.0694697339602094,-0.02259520601807794,0.0024121531333423,4.780955198553862e-16,Sample15,C
-5.774342023553499,0.8823896065460907,-0.025775924633056082,0.014488209696344012,0.0011872178632205933,2.664514239938512e-16,Sample16,C
-5.867864081457045,0.8032747780902137,-0.029690771470367035,0.011559699126790154,0.002953339529811672,4.860311831528823e-16,Sample17,C
6.027386013560537,0.026505268757206824,0.030200644403430295,-0.01687668645215628,-0.005961778718958533,1.0013962095500742e-16,Sample18,C
-0.2477640732858687,-0.060236921423646825,0.0535768465476642,-0.015338088911260374,0.007339092966988595,1.8916992609681148e-16,Sample19,D
5.123857440471757,1.8255069244568916,0.011248192325002928,-0.03061132609075356,0.0076178479603137925,5.015181915576231e-16,Sample2,A
-7.050822879600183,0.54787802414916,-0.025654796203001894,0.013080764619445809,1.31784249638137e-4,7.0602359419138e-16,Sample20,D
-8.510457304715654,0.44400859473397086,-0.013980413936686642,0.01535551876164154,-0.0018859484785089956,5.335167906898898e-16,Sample21,D
-0.060691004412907944,0.10528672793597786,-0.06055456666438805,-0.0366524321721496,0.013208143188536024,8.987476910261449e-17,Sample22,D
6.344613636235496,-0.3886878460677842,-0.10592928580434782,0.030407331055576373,0.0075553225824980565,4.0633147834477657e-16,Sample23,D
11.121070292617695,0.20688005523786693,0.05034159865394163,-2.6266936241317596e-4,-0.01379669408492552,-6.006734178299385e-17,Sample24,D
12.94571037791612,0.12005211427472624,-0.08481138547551066,0.03779465645134768,-0.0011909855130671754,-3.4564139488430564e-17,Sample3,A
0.1661445737912378,-1.146767123744266,-0.06816617986692085,-0.026893746645438678,-0.01683562352312832,1.5257039386620322e-16,Sample4,A
2.7389360674583987,0.325104581383028,0.08601360422437312,0.009095072456268213,0.004600459927970658,-3.1645628041947383e-16,Sample5,A
0.5510848873707711,-0.2140452444226427,0.11890561287630788,0.024059395082271284,-0.009688248550519345,1.6675470159673944e-16,Sample6,A
-2.2899230123301932,-0.8837479546929347,0.08492279170757984,0.009781619351885356,0.0029412994577405907,3.7639887819574437e-16,Sample7,B
-2.2541001552930835,-1.4972376236655023,0.07387564874321817,0.021679408136545633,0.015578784789776244,-5.665033049180595e-17,Sample8,B
-3.703355748396479,-0.5561595953728807,-0.058474316974654196,-0.009338561020296482,-0.003097732082582706,5.969129049301234e-16,Sample9,B
